Project Name,Registration No.,Promoter Name,Project Address,Date of Registration
S.B. YADAV PALACE,BRERAP51158-1/81/R-1191/2021,SUBHLAKSHMI ENGICON PRIVATE LIMITED,"KUMHRAR, SULTANGANJ, , Block- Patna Sadar Mauja - कुम्‍हरार District - PatnaPlot No -403",02 Sep 2021
S.C.B CAMPUS,BRERAP02626-3/83/R-1428/2022,RAJEEV RANJAN,"MAUZA-PAKARI PLOT NO-395 KHATA NO-137 THANA-31 BEUR PATNA, Block- Phulwari Sarif Mauja - विशुनपुर District - PatnaPlot No -395",01 Jul 2022
S.K TOWER,BRERAP35953-1/130/R-1778/2024,HARSHARPIT REALTECH PVT LTD,"WARD-28, DAMUCHAK, MUZAFFARPUR, Block- Musahari Mauja - दामुचक District - MuzaffarpurPlot No -254",30 Oct 2024
S.K. TOWER,BRERAP00356-6/1341/R-1325/2022,Vastu vastaya builder pvt ltd,"VILL-MASTPURA NEAR TEKUNA FARM BODHGAYA BIHAR, Block- Bodh Gaya Mauja - मस्‍तपुरा District - GayaPlot No -92,117 NEW 109 OLD PLOT NO1032,1034,1035 NEW.732 OLD",31 Mar 2022
S.K.PALACE,BRERAP00356-2/741/R-595/2019,Vastu vastaya builder pvt ltd,"GAYA DOBHI ROAD OPP DVC NEAR DOMUHAN BODHGAYA GAYA, Block- Bodh Gaya Mauja - बोध गया District - GayaPlot No -85 & 80 NEW AND 61 & 58 OLD",16 Apr 2019
S.N ENCLAVE,BRERAP01121-2/82/R-1393/2022,SANHIT INFRA DEVELOPERS PRIVATE LIMITED,"LAKHANI BIGHA , DANAPUR, PATNA , Block- Danapur Mauja - लखनी बिगहा District - PatnaPlot No -1101P",17 May 2022
S.N. COMPLEX,BRERAP03053-1/106/R-1270/2022,MATESHWARI CONSTRUCTION LLP,"MOUZA NAYA CHAK PHULWARI HALL RAM KRISHNA NAGAR THANA NO-113,PLOT NO-05 P DIST PATNA, Block- Sampatchak Mauja - नया चक District - PatnaPlot No -05 P",14 Feb 2022
S.P TOWER,BRERAP12396001/135/R-1733/2024,SATYENDRA PRAKASH,,22 Jul 2024
S.P.GRIHAM,BRERAP01030-1/695/R-623/2019,GRIHAM DEVELOPERS PRIVATE LIMITED,"Ashiana Ramnagri Road,Bailey Road Patna., Block- Patna Sadar Mauja - खाजपुरा District - PatnaPlot No -266(p), 273(p),275(p)",15 May 2019
S.R. MALL,BRERAP00547-3/32/R-1313/2022,SHREE RAVI HOMES PRIVATE LIMITED,"South side of Patna New Bypass Road near Janak Path, East Ramkrishana Nagar, Block- Phulwari Sarif Mauja - ढेलवॉ District - PatnaPlot No -361 part",30 Mar 2022
S.R.CHETNA KUTIR,BRERAP00427-3/798/R-881/2020,R.D.ECO DEVELOPERS PVT. LTD.,"GOLA ROAD, PS-DANAPUR, DANAPUR, Block- Danapur Mauja - दानापुर District - PatnaPlot No -1410",17 Jan 2020
S.R.PALACE,BRERAP13604-1/58/R-1374/2022,SAUDARSH INFRATECH PVT LTD,"Plot no-426P,/kata no-65 Mauza Sheikhpura Gaurichak Patna, Block- Patna Sadar Mauja - शेखपुरा District - PatnaPlot No -426 PART",13 Apr 2022
S.S ENCLAVE,BRERAP14701-1/190/R-1497/2022,MIR BAYANI REALCON PRIVATE LIMITED,"MAUZA- SAIDPURA MOHAMMADPUR URF SAIDPURA, P.S- KHAGAUL, DIST- PATNA , Block- Danapur Mauja - सैदपुरा District - PatnaPlot No -138P,140P",07 Dec 2022
S.S.ENCLAVE,BRERAP03402-1/185/R-1375/2022,SWEETY SINGH,"PLOT NO-187 P KHATA NO-92 TAUZI NO-5139 THANA NO-20 MAUZA- DHANAUT DANAPUR PATNA, Block- Danapur Mauja - धनौत District - PatnaPlot No -187 P",13 Apr 2022
"S.S.METRO MALL CUM MULTIPLEX TOWER  RESIDENTIAL A,B,C",BRERAP00106-2/130/R-102/2018,S.D.S.D. AND P. PVT. LTD (J.V),"MAIN GOLA ROAD, Block- Danapur Mauja - दियारा दानापुर शहजादपुर District - PatnaPlot No -1411",24 Jul 2018
S.SQUARE,BRERAP12776-001/76/R-1715/2024,TIRUPATI SS DEVELOPERS LLP,,19 Oct 2024
S.V. GREEN CITY,BRERAP00011121-1/1178R-954/2020,RAKTA INFRA PRIVATE LIMITED,,06 May 2020
SAAKAAR KALPTARU,BRERAP00027-3/563/R-435/2019,SAAKAAR CONSTRUCTIONS PVT.LTD.,"Saakaar`s Kalptaru, Kapashya Chowk, Near Matri Sewa Sadan Hospital, Begusarai, P.S. – Begusarai, District – Begusarai (Bihar).
, Block- Begusarai Mauja - महमदपुर District - BegusaraiPlot No -Plot No. 299, 300, 301, 302, 303, 304, 305 and 308",15 Feb 2019
Saakaar`s Aqua City,BRERAP00027-2/233/R-96/2018,SAAKAAR CONSTRUCTIONS PVT.LTD.,"Saakaar`s Aquacity, Usari Makdhumpur Road,Sandalpur,Khagaul,Danapur,Patna
, Block- Danapur Mauja - उसरी कला District - PatnaPlot No -Usari 255 to 264,336,341 to 346,359,360,364,368,Nashirpur 163 to 174,176,178 to 180,278 sandalpur 43",19 Jul 2018
SAAKAAR`S SILVER RESIDENCY,BRERAP00027-1/14/R-3/18,SAAKAAR CONSTRUCTIONS PVT.LTD.,"Rajbanshi Nagar,Road no-1(EXT), Block- Patna Sadar Mauja - ढ़कनपुरा District - PatnaPlot No -591(p)",28 Feb 2018
Saeban Residency,BRERAP70754-1/799/R-810/2019,SAEBAN CONSTRUCTION PVT LTD,"Plot No. 377P, Tauji No. 5804 Phulwarisharif Patna, Block- Phulwari Sarif Mauja - नोहसा District - PatnaPlot No -377 P",31 Oct 2019
SAFA ENCLAVE,BRERAP00234-7/419/R-604/2019,NAGAREE BUILDERS&DEVELOPERS PRIVATE LIMITED,"MAINPURA,PATLIPUTRA,PLOT
1005,1006, Block- Patna Sadar Mauja - मैनपुरा District - PatnaPlot No -1005,1006",07 May 2019
Saffron Garden,BRERAP00235-1/914/R-663/2019,A & A Engicon Pvt Ltd,"Thana No.-21, Tauzi No.-11/802, Khata No.-836/741, Block- Danapur Mauja - दियारा दानापुर शहजादपुर District - PatnaPlot No -836 P",24 Apr 2023
SAH COMPLEX,BRERAP75804-2/974/R-1005/2020,S R DEVELOPERS,,07 Jul 2020
SAHAI SHANTI RESIDENCY,BRERAP00207-1/508/R-313/2018,METRO CONSTRUCTION,"Ward No - 20, Babu Bazar, Ara, Bojpur, Bihar
, Block- Ara Mauja - आरा नगर District - BhojpurPlot No -448, 447 and 446",28 Dec 2018
SAHAY MANSION,BRERAP00558-1/398/R-408/2019,SN INFRACON PRIVATE LIMITED,"SAIDPURA, SALEMPUR CHATURA, PHULWARI, Block- Danapur Mauja - सैदपुरा District - PatnaPlot No -940",07 Feb 2019
SAHAY NIWAS,BRERAP01070-2/104/R-1729/2024,ROUNAK HOMES PRIVATE LIMITED,"MOZA - DHAKANPURA MOHALLA- SADHNAPURI, PLOT NO -1940 TAUZI NO- 388, THANA NO. - 7WARD NO. - 37, CIRCLE N0. - 236, HOLDING NO. - 336, Block- Patna Sadar Mauja - ढ़कनपुरा District - PatnaPlot No -KHATA - 42, PLOT NO.- 1940",15 Jul 2024
SAHDEO RESIDENCY,BRERAP22330-1/79/R-1250/2021,BINOD KUMAR VISHWASH,"MUZA JAHALI PLOT NO-23 P TAUZI NO-603 KHATA N-09 PATNA , Block- Patna Sadar Mauja - झालो District - PatnaPlot No -23 P",30 Dec 2021
Sai Amrita Enclave,BRERAP00098-4/241/R-224/2018,Aastik Buildcon Private Limited,"Thana Sahapur, Block- Danapur Mauja - जमसौत District - PatnaPlot No -2069, 2085, 2086, 2087, 2088",13 Mar 2023
SAI APARTMENT,BRERAP000452-1/392/R-961/2020,PIHU BUILDER AND DEVELOPER PRIVATE LIMITED,"Its Situated at South Ekauna, Udwant Nagar, Ara., Block- Udwantnagar Mauja - उदवंतनगर District - BhojpurPlot No -355",06 May 2020
Sai Arcade,BRERAP00379-4/995/R-764/2019,ROYAL PREMIUM DEVELOPERS,"Ward No-02 Survey Plot No-383,386,363 Thana No-137, Touzi No-205, Mauza-Moharrampur, Mohall-Salimpur Ahara, M.S Plot No-960,963,964 P.S-Gandi Maidan Dist- Patna, Block- Patna Sadar Mauja - मोहर्रमपुर District - PatnaPlot No -Survey Plot No-383,386,363 Plot No-960,963,964,965",12 Sep 2019
Sai Arcade,BRERAP00379-4/995/R-764/2019,ROYAL PREMIUM DEVELOPERS,"Ward No-02 Survey Plot No-383,386,363 Thana No-137, Touzi No-205, Mauza-Moharrampur, Mohall-Salimpur Ahara, M.S Plot No-960,963,964 P.S-Gandi Maidan Dist- Patna, Block- Patna Sadar Mauja - मोहर्रमपुर District - PatnaPlot No -Survey Plot No-383,386,363 Plot No-960,963,964,965",12 Sep 2019
SAI ARCHANA ENCLAVE,BRERAP72009-1/1168/R-898/2020,SAI ARCHANA INFRACON PRIVATE LIMITED,"JAMSAUT, DANAPUR, Block- Danapur Mauja - जमसौत District - PatnaPlot No -2166",11 Feb 2020
SAI BHAJJU,BRERAP21310-2/180/R-1792/2024,SAI CHARAN ENGICON PRIVATE LIMITED,"GOPALPUR, UDAINI, Block- Sampatchak Mauja - उदैनी District - PatnaPlot No -288 P",31 Dec 2024
SAI BHAVNA APT.,BRERAP00400-1/284/R-201/2018,AIKYA ENGICONS LLP,"THANA NO 11, AMBEDKAR PATH, KHAJPURA, PATNA-14, Block- Patna Sadar Mauja - खाजपुरा District - PatnaPlot No -798",03 Oct 2018
Sai Chandan Palace,BRERAP00280-2/543/R-931/2020,Aastik Dream Valley Private Limited,"Khata No. 138, 139, Tauzi No. 5523, Mauza Jalalpur, Block- Danapur Mauja - जलालपुर District - PatnaPlot No -319, 320",10 Mar 2023
SAI CHANDRAWATI PALACE,BRERAP92225-1/161/R-1267/2022,SOSG ENGICON PRIVATE LIMITED,"NEAR TALAO PAR, DURGA MANDIR, MAHUABAGH, JAGDEO PATH, PATNA , Block- Danapur Mauja - धनौत District - PatnaPlot No -1489,1490",09 Feb 2022
SAI CREATIVE ENCLAVE,BRERAP84615-1/51/R-1165/2021,SHREE OM SAI AND SATYARISHI,"NEAR SCHOOL OF CREATIVE LEARNING,NARGADDA, DANAPUR-SIWALA MAIN ROAD, DANAPUR, PATNA , Block- Danapur Mauja - जमसौत District - PatnaPlot No -1253,1533,1548,1549,1550,1551,1553,1554,1555,1556P",13 Jul 2021
Sai Dinanath Kunj,BRERAP00349-1/474/R-274/2018,Shirdi Sai Developers,,03 Dec 2018
Sai Enclave,BRERAP00694-1/527/R-463/2019,Om Sai Engicon Pvt. Ltd.,"At Indrapuri, Mahesh Nagar, Mauza- Mainpura, Survey Thana - Phulwari, PS - Patliputra, Thana No.- 02, Tauzi No.- 5800, Khata No.- 750 and 755, Block- Patna Sadar Mauja - मैनपुरा District - PatnaPlot No -1386(P), 1387",27 Feb 2019
SAI ENCLAVE,BRERAP00890-1/577/R-437/2019,SAI RAM REAL ESTATE PRIVATE LIMITED,"PLOT NO-245,KHATA NO-83,ADAMPUR,DANAPUR,PATNA, Block- Danapur Mauja - आदमपुर कला District - PatnaPlot No -245",03 Feb 2023
SAI ENCLAVE,BRERAP32736-1/1247/R-1096/2021,MAHIDEV CONSTRUCTION PRIVATE LIMITED,"VILLAGE-DUBHAL, P.O- CHAND CHAURA, P.S- MAGADH MEDICAL COLLEGE, GAYA , Block- Sadar Gaya Mauja - दुबहल District - GayaPlot No -418N",18 Jan 2021
SAI GIRIJA VISHWANATH PARISAR,BRERAP73135/63/R-1667/2024,SAI MEGA REAL DEVELOPERS PRIVATE LIMITED,,04 Apr 2024
SAI HARIHAR PALACE,BRERAP90124-002/145/R-1648/2024,SAI SV VENTURES PRIVATE LIMITED,,09 Feb 2024
SAI HAVELI APARTMENT,BRERAP01038-1/747/R-987/2020,OM SAI CONSTRUCTIONS,"SAGUNA, DANAPUR, Block- Danapur Mauja - सगुना District - PatnaPlot No -2/3",17 Jun 2020
SAI HERITAGE PHASE 2,BRERAP00234-1/173/R-676/2019,NAGAREE BUILDERS&DEVELOPERS PRIVATE LIMITED,"KARORI CHWAK,PHULWARI SHARIF,PARGANA THANA, Block- Patna Sadar Mauja - मोहर्रमपुर District - PatnaPlot No -956,975,977,978",21 Jun 2019
SAI HERITAGE PHASE 3,BRERAP00234-9/160/R-1363/2022,NAGAREE BUILDERS&DEVELOPERS PRIVATE LIMITED,"MAUZA PHULWARI PLOT NO-955,956,685 PHULWARISHARIF PATNA, Block- Phulwari Sarif Mauja - फुलवारी District - PatnaPlot No -955 956 685",07 Apr 2022
SAI IMPERIAL,BRERAP00565-1/447/R-290/2018,SAI DEVELOPERS,"HARDASPUR,PHULWARISHARIF,THANA RUPASPURA, Block- Danapur Mauja - हदसपुरा District - PatnaPlot No -493,492,551",11 Dec 2018
SAI INDRALYA ENCLAVE,BRERAP00194-2/124/R-264/2018,SAI VIKASH DEVELOPERS,"Malahi Pakri, Kankarbagh Patna , Block- Phulwari Sarif Mauja - पकडी District - PatnaPlot No -121P",28 Nov 2018
SAI J.N GALAXY,BRERAP90124-1/93/R-1399/2022,SAI SV VENTURES PRIVATE LIMITED,"SAI J.N GALAXY, NEAR TRIBHUWAN SCHOOL, ASHOK NAGAR, VIJAY SINGH YADAV PATH, KHAGAUL -DANAPUR ROAD, PATNA , Block- Danapur Mauja - आदमपुर कला District - PatnaPlot No -46P,47 P",27 May 2022
SAI KIRAN ENCLAVE,BRERAP95525-3/90/R-1398/2022,SAI ASHIRWAD CONSTRUCTION PRIVATE LIMITED,"SAI KIRAN ENCLAVE, MAUZA- RANIPUR CHAK MILKI, POLICE STATION BYPASS, PATNA , Block- Patna Sadar Mauja - रानीपुर मिल्‍की District - PatnaPlot No -91P",27 May 2022
SAI KRIPA APARTMENT,BRERAP00373-5/794/R-516/2019,AURA CONSTRUCTION,"SAI KRIPA APARTMENT, BEHIND LITERA VALLY SCHOOL, BHAGWAT NAGAR, PATNA, Block- Patna Sadar Mauja - कुम्‍हरार District - PatnaPlot No -57",14 Mar 2019
SAI KUSUM INFINITY,BRERAP00047-2/691/R-439/2019,SAI KRIPA REAL ESTATE  PRIVATE LIMITED,"SADIKPUR YOGI, KANKARBAGH MAIN ROAD, PATNA, Block- Patna Sadar Mauja - सादिकपुर योगी District - PatnaPlot No -373 & 374",15 Feb 2019
SAI LALJI AVENUE,BRERAP90118-1/1181/R-1009/2020,MADAN MOHAN GUPTA,"A.G COLONY, NEAR BANK OF BARODA, PATNA , Block- Patna Sadar Mauja - शेखपुरा District - PatnaPlot No -147, 146",04 Aug 2020
Sai Laxmi Complex,BRERAP05738-5/131/R-1318/2022,Maitreyee Mahanirman LLP,"Khata No- 41, Survey Plot No.- 74, Thana No.- 17, Tauzi No- 5852, At Mauza- Rustampur Sahpur/Sikandarpur, Thana - Danapur, Block- Danapur Mauja - सिकन्दरपुर District - PatnaPlot No -74",30 Mar 2022
SAI MAHADEV ENCLAVE,BRERAP95525-2/74/R-1391/2022,SAI ASHIRWAD CONSTRUCTION PRIVATE LIMITED,"SAI MAHADEV ENCLAVE, NEAR MANAV BHARATI SCHOOL, NAWADA, OPP.WALMI, AIIMS, PHULWARISHARIF, PATNA , Block- Phulwari Sarif Mauja - भुसौला दानापुर District - PatnaPlot No -2023,2024 P",17 May 2022
SAI MANI ORCHID,BRERAP00047-3/692/R-470/2019,SAI KRIPA REAL ESTATE  PRIVATE LIMITED,"JALALPUR, MAIN BAILEY ROAD, RUPASPUR, PATNA, Block- Danapur Mauja - जलालपुर District - PatnaPlot No -4(PART)",27 Feb 2019
SAI NATH PALACE,BRERAP00643-1/510/R-357/2019,PRANITA KUMARI,"AT-GOURIGANJ, SHITLA ASTHAN ROAD, TILKAMANJHI, BHAGALPUR, Block- Jagdishpur Sadar Mauja - तिलकामांझी(वार्ड न.9) जवारीपुर District - BhagalpurPlot No -656, 657 K, KH KEMI",23 Jan 2019
SAI NAVKANTI COMPLEX,BRERAP00508-1/470/R-221/2018,SHREE SAI CREATION,,26 Oct 2018
SAI NIWAS,BRERAP41802-1/32/R-1162/2021,SKYLARK CONSTRUCTION,"MAUJA DUJRA,P.S BUDDHA COLONY,MANDIRI PATNA, Block- Patna Sadar Mauja - दुजरा District - PatnaPlot No -806,809",08 Jul 2021
SAI PALACE,BRERAP00890-2/793/R-719/2019,SAI RAM REAL ESTATE PRIVATE LIMITED,"PLOT NO-1530,1531,1532 LAKHNI BIGHA DANAPUR PATNA, Block- Danapur Mauja - लखनी बिगहा District - PatnaPlot No -1530,1531,1532",13 Aug 2019
SAI RAM KUNJ,BRERAP95942-1/77/R-/1395/2022,SHIRDI SAI ENGICON PRIVATE LIMITED,"SAI RAM KUNJ, NEAR RPS ENGINEERING COLLEGE, MAUZA- KOTHWAN, DANAPUR, PATNA , Block- Danapur Mauja - कोथवॉ District - PatnaPlot No -269, 270",21 May 2022
Sai Ramcharan Palace,BRERAP00280-1/245/R-209/2018,Aastik Dream Valley Private Limited,"Khata no. 118, Tauzi no. 5275, Mauza Aiema Teghara Bakey, Thana no. 21, Block- Danapur Mauja - दानापुर District - PatnaPlot No -1165",14 Sep 2021
Sai RKM Palace,BRERAP00279-2/418/R-345/2019,Aastik Homes Private Limited,"Khata-177, 182, & 184, 
Thana - 40, Thana: Danapur, Mauza: Adampur, Tauzi: 5620, Block- Danapur Mauja - आदमपुर कला District - PatnaPlot No -303, 304 & 310",17 Jan 2019
Sai Sampan Amita Usha Palace,BRERAP63441-1/900/R-621/2019,Saisampan Grihshobha Pvt. Ltd.,"Thana No.-35, Tauzi No.-5059, Khata No.-24, Thana- Sahpur Danapur, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -190",14 May 2019
Sai Sampan Complex,BRERAP63441-2/942/R-618/2019,Saisampan Grihshobha Pvt. Ltd.,"Khata No. 38, 53, Thana No. 35, Tauzi No. 5059, Mauza Bababakarpur, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -399, 400, 401",09 May 2019
Sai Sampan Usha Palace,BRERAP61621-1/893/R-511/2019,Sai Sampann Infra LLP,"Thana- Danapur, Thana No.-35, Khata No.-28, Tauzi No.-5059, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -192 and 193",13 Mar 2019
SAI SAMRAT COMPLEX,BRERAP95525-4/202/R-1505/2022,SAI ASHIRWAD CONSTRUCTION PRIVATE LIMITED,"SIMLI MURARPUR, MALSALAMI, PATNA , Block- Patna Sadar Mauja - सिमलीमुरारपुर District - PatnaPlot No -399P, 400P",23 Dec 2022
SAI SANCHAY ENCLAVE,BRERAP62458-2/173/R-1364/2022,S. S CONSTRUCTION,"C/O-SHASHANK SHEKHAR, VILL-NAJHAULIA, MUZAFFARPUR-843104, BIHAR, Block- Musahari Mauja - मझौलि खेतल District - MuzaffarpurPlot No -10,11,12",07 Apr 2022
Sai Sarika Sadan Vihar,BRERAP00249-1/164/R-77/2018,Classicon Builders India Pvt. Ltd.,"Thana no. 35, Tauzi No. 81, Mauza: Babakapur, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -125",06 Jul 2018
SAI SATI APARTMENT,BRERAP000369-3/585/R-978/2020,SRI AVINASH INFRASTRUCTURE PVT. LTD.,"PLOT NO-243,KHATA NO-83,TAUZI NO-174,THANA NO-25,THANA CODE NO-349,PO-PATRAKAR NAGAR,KANKARBAGH,MOHALLA,-DUSADI PAKRI ,PATNA, Block- Phulwari Sarif Mauja - पकडी District - PatnaPlot No -243",08 May 2020
Sai Shail Manoram,BRERAP00278-2/544/R-603/2019,Aastik Buildtech Private Limited,"Khata no., 02, 32, Tauzi 3059, 5059, Mauza Babakkarpur, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -36, 38, 39(P)",13 Feb 2023
Sai Shanti Enclave,BRERAP00278-1/247/R-193/2018,Aastik Buildtech Private Limited,"Khata no. 31, Tauzi No. 5241, Thana No. 36, Mauza: Mustafapur., Block- Danapur Mauja - मुस्ताफापुर District - PatnaPlot No -836",27 Sep 2018
SAI SHIVNANDAN PALACE,BRERAP63830-1/795/R-672/2019,SHREE OM SAI STRUCTURES AND COLONISERS PVT. LTD.,"BEUR HASANPURA ROAD, NEAR KUSHWAHA CHOWK, BEUR, ANISHABAD, Block- Phulwari Sarif Mauja - वेउर District - PatnaPlot No -2062,2064",19 Jun 2019
Sai Shyam Smart City,BRERAP00403-1/476/R-306/2018,Aastik Smart City Pvt. Ltd.,"Mauza-Babakkarpur, Thana-Sahpur, Thana-35, Tauzi No.-5059, Khata-38,53,46, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -197, 196, 195",15 Mar 2023
Sai Shyam Smart City Block B and C,BRERAP00403-2/1033/R-878/2020,Aastik Smart City Pvt. Ltd.,"Thana No- 35, Tauzi No- 5059, Khata No-28, 46, 52, 72, Mauza- Babbakarpur Thana- Sahapur Danapur, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -201, 202, 203, 204",09 Jan 2020
SAI SIGNATURE SQUARE,BRERAP00194-3/559/R-320/2018,SAI VIKASH DEVELOPERS,"Mustafapur, New RPS LAW College. Patna., Block- Danapur Mauja - मुस्ताफापुर District - PatnaPlot No -815, 828",28 Dec 2018
Sai Swaraj Palace,BRERAP00279-4/44/R-1226/2021,Aastik Homes Private Limited,"Mauza- Mustafapur, Thana- Danapur, Thana No.- 36, Tauzi No- 5242, Khata No.- 69,120, Block- Danapur Mauja - मुस्ताफापुर District - PatnaPlot No -812,816",21 Oct 2021
SAI VATIKA,BRERAP12539-2/165/R-1801/2025,SAI BALAJI DHANWANS BUILDCON PRIVATE LIMITED,"JANAKPURI COLONY, DANAPUR, SAHJADPUR, PATNA , Block- Danapur Mauja - दियारा दानापुर शहजादपुर District - PatnaPlot No -1638",27 Jan 2025
Sai Vatika Phool  Kunwar Palace Block C & D,BRERAP00098-3/246/R-227/2018,Aastik Buildcon Private Limited,"Mohalla R K Puram, Block- Danapur Mauja - मैनपुरा District - PatnaPlot No -73, 105, 107",15 Sep 2021
SAI VIHAR APARTMENT,BRERAP00482-1/1219/R-1059/2020,SWAPN VIHAR PRIVATE LIMITED,"VIJAY SINGH YADAV PATH, NEAR TRIBHUWAN SCHOOL, ASHOPUR, PATNA, Block- Danapur Mauja - आशोपुर District - PatnaPlot No -155, 156P",11 Nov 2020
SAI VIHAR APARTMENT,BRERAP00482-1/1219/R-1059/2020,SWAPN VIHAR PRIVATE LIMITED,"VIJAY SINGH YADAV PATH, NEAR TRIBHUWAN SCHOOL, ASHOPUR, PATNA, Block- Danapur Mauja - आशोपुर District - PatnaPlot No -155, 156P",11 Nov 2020
SAI VISHUN PALACE,BRERAP00947-1/636/R-449/2019,SHREE OM SAI CREATIONS,"PLOT NO-893,KHATA NO-386,TAUZI NO-5196,THANA 33,BEUR,PATNA, Block- Phulwari Sarif Mauja - वेउर District - PatnaPlot No -PLOT NO-893",20 Feb 2019
SAI VRINDAVAN CITY,BRERAP00098-1/240/R-151/2018,Aastik Buildcon Private Limited,"VIJAY SINGHYADAV PATH KHAGAUL ROAD PATNA, Block- Danapur Mauja - आशोपुर District - PatnaPlot No -338,25, 26",12 May 2023
Sai Vrindavan Garden,BRERAP00098-7/417/R-275/2018,Aastik Buildcon Private Limited,"Mauza Ashopur, Tauzi 5065, Khata No. 75 & 43, Block- Danapur Mauja - आशोपुर District - PatnaPlot No -665, 671, 672, 673, 674",28 Feb 2023
SAIRANDHRI APARTMENT,BRERAP00393-5/612/R-610/2019,SRI ANUANAND CONSTRUCTION PRIVATE LIMITED,"CHAKKAN TOLA,NORTH MANDIRI, Block- Patna Sadar Mauja - दुजरा District - PatnaPlot No -759, 793",14 Sep 2021
SAJIVAN PLAZA,BRERAP00561-1/435/R-346/2019,AGR ESTATES PRIVATE LIMITED,"NOHSA MAIN ROAD, Block- Phulwari Sarif Mauja - नोहसा District - PatnaPlot No -836",18 Jan 2019
SAKET BRIJ,BRERAP71912-1/1238/R-1160/2021,BAIKUNTH ENGICON PVT LTD,"SHEKHPURA, PATNA, Block- Patna Sadar Mauja - शेखपुरा District - PatnaPlot No -14,20",08 Jul 2021
Sakhichand Raj Suman Place,BRERAP00531-1/390/R-700/2019,NEXGEN DREAM HOMES PVT.LTD,"Sakhichand RajSuman Place, Suraj Bihar Colony, Ram Jaypal Nagar Patna , Block- Danapur Mauja - धनौत District - PatnaPlot No -688P",16 Jul 2019
SAMANPURA RESIDENTIAL,BRERAP00234-2/172/R-315/2018,NAGAREE BUILDERS&DEVELOPERS PRIVATE LIMITED,"SAMANPURA,SHASRTI NAGAR,PATNA, Block- Patna Sadar Mauja - सलेमपुर (डुमरा) District - PatnaPlot No -PLOT NO 687",28 Dec 2018
SAMIKSHA ENCLAVE,BRERAP01637-1/171/R-1342/2022,PULMEN HOMES J.V.,"MAHAL HADASPURA HARIDASPUR PS RUPUSPUR NEAR KALIMADIR PATNA, Block- Danapur Mauja - हदसपुरा District - PatnaPlot No -384",05 Apr 2022
SAMPATI RESIDENCY,BRERAP12807-1/1177/R-896/2020,NIRUPADHI INFRASTRUCTURE DEVELOPERS PVT LTD,"A.G.COLONY, PS.- SHASTRI NAGAR, Block- Patna Sadar Mauja - सलेमपुर (डुमरा) District - PatnaPlot No -104P/105P",10 Feb 2020
SAMRIDDHVIHAR,BRERAP41709-2/90/R-1229/2021,SAMRIDDHVIHAR BUILDCON PRIVATE LIMITED,,26 Oct 2021
SAMRIDHI TOWER,BRERAP00751-1/546/R-421/2019,ADARSH VIHAR BUILDTECH PRIVATE LIMITED,"T. N. SINGH ROAD, Block- Jagdishpur Sadar Mauja - Adampur Diyara District - BhagalpurPlot No -1532",12 Feb 2019
SANCHAR NAGAR,BRERAP00060-2/274/R-464/2019,R.R. BUILDERS AND DEVELOPERS,"ADAMPUR, LAKHNIBIGHA, DANAPUR KHAGAUL ROAD, PATNA, Block- Danapur Mauja - आदमपुर कला District - PatnaPlot No -1364,1370,1378,1377,460,1380,1381,1387,1388,1385,1382,1383,1365,1366,1367,1363,1371,1384,1379,1375,1373,1389,1361,1358,461",27 Feb 2019
SANDALAM,BRERAP01070-1/810/R-568/2019,ROUNAK HOMES PRIVATE LIMITED,"MAUZA BALBHADARPUR, PS- LAHERIASARAI DIST- DARBHANGA - 846001, Block- Samastipur_sadar Mauja - बलभद्रपुर District - SamastipurPlot No -KHATA NO. 233 KHESRA 2239",05 Apr 2019
SANGAM ENCLAVE,BRERAP00204-4/129/R-1278/2022,MAA BHAWANI BUILDCON PVT. LTD.,"Plot no- 623, khata no.- 268, tauzi no. 5855, thana no. 17, muza-shikandarpur, dist-patna, Block- Danapur Mauja - सिकन्दरपुर District - PatnaPlot No -623",28 Feb 2022
