Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Media Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date,Price trends
DS Max Sista Grand,DS-MAX PROPERTIES PRIVATE LIMITED,"Sy No. 119/2, 119/3, 119/4 And 119/5 Of Uttarahalli, Bangalore-Mumbai Economic Corridor, Bangalore",₹9.8 K/sq.ft,"Dec, 2027",693 - 1414 sq.ft.,2.2 Acres,PRM/KA/RERA/1251/310/PR/151223/006489,,212,"2, 3, 4 BHK Apartments",12,"Amphitheater, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Electrification(Transformer, Solar Energy etc), Closed Car Parking, Car Parking, 24X7 Water Supply, Street Lighting, Gated Community, Sports Facility, +15 more",Not Found,Not Found,Not Found,0,2005,142,"DS Max Builders (DS-MAX Properties Pvt. Ltd) is an award-winning Real Estate development firm, based in Bangalore. The company is known for its innovation, quality management, attention to minute details, customer-centric approach and an uncompromising attitude towards quality in all spheres of development. Their properties come with most sought-after locations, competitive pricing and excellent services, thus making them a prestigious brand in the Real Estate industry. Over the years, the companies has grown exponentially and is expanding its sphere beyond Karnataka. Their Mantra for Excellence is “Analyse, Research, Innovate & Deliver” They have a highly qualified and competent team of professionals which has propelled their business growth to respectable heights. DS Max Builders is a one-stop solution for all housing needs - from identification of prime locations to delivering a perfect, enticing abode to our valued customers. Their quest to develop environmentally-friendly modern infrastructure is fueled by their vast understanding of the modern materials and technologies used in construction, the market niche and most importantly, understanding customers' requirements.",Under Construction,"Jan, 2024",₹7.3K/sq.ft
DS Max Sahara,DS-MAX PROPERTIES PRIVATE LIMITED,"VM8V+9G7, Janatha Colony, Gattahalli, South Bangalore, Janatha Colony",₹5.96 K/sq.ft,"Dec, 2024",1000 - 1125 sq.ft.,4.07 Acres,PRM/KA/RERA/1251/308/PR/201201/003733,,296,2 BHK Apartment,12,"Children's Play Area, Garbage Disposal, Swimming Pool, Fire Sprinklers, Party Hall, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Sun Deck, Squash Court, +9 more",Not Found,Not Found,Not Found,(5 reviews),2005,142,"DS Max Builders (DS-MAX Properties Pvt. Ltd) is an award-winning Real Estate development firm, based in Bangalore. The company is known for its innovation, quality management, attention to minute details, customer-centric approach and an uncompromising attitude towards quality in all spheres of development. Their properties come with most sought-after locations, competitive pricing and excellent services, thus making them a prestigious brand in the Real Estate industry. Over the years, the companies has grown exponentially and is expanding its sphere beyond Karnataka. Their Mantra for Excellence is “Analyse, Research, Innovate & Deliver” They have a highly qualified and competent team of professionals which has propelled their business growth to respectable heights. DS Max Builders is a one-stop solution for all housing needs - from identification of prime locations to delivering a perfect, enticing abode to our valued customers. Their quest to develop environmentally-friendly modern infrastructure is fueled by their vast understanding of the modern materials and technologies used in construction, the market niche and most importantly, understanding customers' requirements.",Ready to Move,"Dec, 2020",₹6.1K/sq.ft
Godrej Park Retreat,GODREJ PROPERTIES LTD.,"Chikkanayakanahalli at Off Sarjapur, South Bangalore, Bangalore",₹17.21 K/sq.ft,₹17.21 K/sq.ft,369 - 2150 sq.ft.,13 Acres (85% open),PRM/KA/RERA/1251/446/PR/130723/006056,,,"1, 2, 3, 4 BHK Apartments",12,"Amphitheater, Cricket Pitch, Volleyball Court, Spa, Fire Sprinklers, Kid's Pool, Car Parking, 24X7 Water Supply, Multipurpose Room, Street Lighting, Indoor Games, +40 more",Not Found,Not Found,Not Found,0,1990,298,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths",Under Construction,"Oct, 2021",₹10.7 K/sq.ft
Sree Adithya Lotus Park,SREE ADITHYA DEVELOPERS,"Krishnarajapura, Bangalore East , Bangalore",₹6.95 K/sq.ft,Ready to Move,1173 - 1620 sq.ft.,1.99 Acres,PRM/KA/RERA/1251/446/PR/300124/006599,,141,"2, 3 BHK Apartments",12,"Children's Play Area, Security Cabin, Yoga / Meditation Area, Cricket Pitch, Tennis Court, Skating Rink, Swimming Pool, Lift(s), Landscaping & Tree Planting, Badminton Court, Fire Fighting System, +13 more",Not Found,Not Found,Not Found,0,5,Not Found,"Being located at KR Puram in Bangalore, Sree Adithya Elite constructed by Sree Adithya Developers is designed to provide the occupants with the comfort they desire for. A dwelling which is elegant in its designing and architecture. The planning and layout of the place is done in an appealing manner with simple yet well-designed rooms, well equipped kitchen and contemporary bathrooms. The premium fixtures and craftsmanship create an ideal setting for a sublime living. Sree Adithya Elite constructed by Sree Adithya Developers is the perfect abode where life offers you all that you deserve.",Ready to Move,"Jan, 2024",₹8.2 K/sq.ft
Jupiter Homes,VIJAINDER REDDY BOLLEPALLI,"Katha No. 839/11/3, Sy No.11/3, Samethanahalli, Bangalore East , Bangalore",Not Found,"May, 2024",592 - 646 sq.ft.,1.8 Acres,PRM/KA/RERA/1250/304/PR/190722/005080,,180,2 BHK Apartment,12,"Reflexology Park, Skating Rink, Swimming Pool, Vastu Compliant, Gymnasium, Fire Fighting System, Car Parking, 24X7 Water Supply, Jogging Track, Senior Citizen Siteout, Gated Community, +19 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Ready to Move,"Jul, 2022",₹11.9 K/sq.ft
Godrej Woodscapes,GODREJ PROPERTIES LTD.,"Bommanahalli, Budigere Road, Bangalore",₹9.94 K/sq.ft,"Jun, 2030",1285 - 2908 sq.ft.,28.15 Acres,"PRM/KA/RERA/1251/446/PR/170524/006882, PRM/KA/RERA/1251/446/PR/170524/006888",,2240,"2, 3, 3.5, 4 BHK Apartments",10,"Children's Play Area, Futsal, Tennis Court, Barbecue Area, Swimming Pool, Skating Rink, Open Gym, Party Lawn, Gymnasium, Club House",Not Found,Not Found,Not Found,0,1990,298,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths",Under Construction,"Jan, 2024",₹9.9 K/sq.ft
L And T Raintree Boulevard,L&T REALTY,"Bellary Road, Byatarayanatura, Hebbal, Near Sahakar Nagar, North Bangalore, Bangalore",Not Found,"Mar, 2026",885 - 1902 sq.ft.,65 Acres (75% open),"PRM/KA/RERA/1251/309/PR/181210/002204, PRM/KA/RERA/1251/309/PR/170923/000478, PRM/KA/RERA/1251/309/PR/171014/000245 & PRM/KA/RERA/1251/309/PR/180328/002436, PRM/KA/RERA/1251/309/PR/190506/002550",,1056,"1, 3, 4 BHK Apartments",12,"Amphitheater, Skating Rink, Fountains, Table Tennis, Kid's Pool, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, +52 more",Not Found,Not Found,Not Found,0,2011,60,"Established in 2011. 13+ Mixed use & gated communities. L&T Realty is the real estate arm of Larsen and Toubro and a trendsetter amidst real estate developers in India. With an extensive portfolio spanning 70 mn. sq. ft. across Residential, Commercial and Retail developments, the company is currently present in Mumbai, Navi Mumbai, NCR, Bengaluru, Hyderabad and Chennai. L&T Realty is committed to creating landmarks of excellence and providing customer delight at every touch point, through design innovation and operational excellence. The business has built a reputation of standing by its promises and embracing the power of digitization and new technologies into its core strategy for growth. Comprehensive in-house capabilities including Design, Sales and Marketing, Finance, Construction and Project Management are our key differentiators. L&T Realty upholds the well-being of the community and the environment as an important way to build trust with customers, employees and the society at large. L&T Realty is the real estate arm of Larsen and Toubro, the USD 21 billion conglomerate. Today, L&T Realty is a trendsetter amidst real estate developments with its presence across Mumbai, Bengaluru and Hyderabad. Each development is planned with an aim to enrich experiences, integrate communities and elevate life. Leveraging the values of the parent company, Larsen and Toubro, L&T Realty is now synonymous with expertise, trust, quality and commitment. It values the same professionalism and distinction that defines new paradigms for all stakeholders by integrating value creations and best environmental practice.",Under Construction,,₹17.7K/sq.ft
Prestige Waterford,PRESTIGE PROJECTS PVT LTD,"Khata No. 1386, Sy. No. 123, Pattandura Agrahara, Whitefield Hope Farm Junction, ECC Road, Bangalore",₹31.02 K/sq.ft,"Dec, 2023",413 - 1757 sq.ft.,17 Acres (85% open),PRM/KA/RERA/1251/446/PR/200811/003528,,679,"1, 2, 2.5, 3, 4 BHK Apartments",12,"Amphitheater, Cricket Pitch, Internet / Wi-Fi, Grocery Shop, Changing Room, Skating Rink, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Mini Theatre, Gymnasium, +34 more",Not Found,Not Found,Not Found,(6 reviews),1986,219,"Over the last decade, the Prestige Group has firmly established itself as one of the leading and most successful developers of real estate in India by imprinting its indelible mark across all asset classes. Founded in 1986, the group’s turnover is today in excess of Rs 3518 Cr (for FY 15); a leap that has been inspired by CMD Irfan Razack and marshaled by his brothers Rezwan Razack and Noaman Razack. As of 30th June 2020, the group has completed 247 projects covering 134 million sft, and currently has 45 ongoing projects covering over 53 million sft, 56 mn sft of upcoming projects, and holds a land bank of 262 acres with potential developable area of 27 mn sft. The Market Capital of the company as on 30 June 2020 is INR 84,021 Mn. The group’s turnover for the quarter ended June 30, 2020 is INR 12,963 Mn.",Ready to Move,"Sep, 2020",₹16.5K/sq.ft
Raj High Gardens,SNN RAJ CORP,"Attibele Hobli, Anekal Taluk, Hosur Road, Anekal, South Bangalore, Bangalore",₹9 K/sq.ft,"Apr, 2028",675 - 1685 sq.ft.,9.12 Acres (70% open),PRM/KA/RERA/1251/308/PR/140622/004983,,1050,"1, 2, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Spa, Skating Rink, Fire Sprinklers, Table Tennis, Fire Escape Staircases, Kid's Pool, Water Softner Plant, 24X7 Water Supply, Car Parking, +40 more",Not Found,Not Found,Not Found,0,1994,5,"SNN Raj Corp is the brainchild of the well-known visionary, Mr. Shah Sanjay. He also founded Bengaluru’s fastest-growing real estate company, SNN Builders, in the year 1994. Here at SNN Raj Corp, we intend to further the legacy of SNN Builders, as well as, create our own mark by developing exemplary projects that set new benchmarks in our industry. Right from the inception, our vision has been to bring the masses to a standard of living that only SNN Raj Corp can provide. For 27 years we have been pioneering the real estate industry in Bengaluru and take pride in shaping the skyline of this iconic city. A few of our landmark projects include SNN Raj Lakeview, SNN Raj Neeladri and SNN Raj Serenity, SNN Raj Grandeur, SNN Raj Spiritua, SNN Clermont, SNN Raj Greenbay & SNN Raj Etternia.",Under Construction,"Jun, 2022",₹9.3K/sq.ft
Manjunatha MGR Windsor Gardens,SRI MANJUNATHA DEVELOPERS,"Ward No 187, JP Nagar, South Bangalore, Bangalore",₹8.99 K/sq.ft,"Dec, 2025",1210 - 1740 sq.ft.,,PRM/KA/RERA/1251/310/PR/171023/006341,,36,"2, 3 BHK Apartments",12,"Children's Play Area, Vastu Compliant, Landscaping & Tree Planting, Lift(s), Party Hall, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Gymnasium, 24X7 Water Supply, Closed Car Parking, Jogging Track, +6 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Oct, 2023",₹8.9 K/sq.ft
ASSETZ 66 & SHIBUI,ASSETZ PROPERTY GROUP,"Whitefield Main Road, Sathya Sai Layout, Whitefield, Bangalore East , Bangalore",14.06 K - ₹15.09 K/sq.ft,"Jun, 2028",2154 - 3044 sq.ft.,2 Acres (75% open),PRM/KA/RERA/1251/446/PR/300124/006601,,96,"3, 4 BHK Apartments",12,"Children's Play Area, Waiting Lounge, Entrance Lobby, Yoga / Meditation Area, Tennis Court, Card Room, Swimming Pool, Table Tennis, Gymnasium, Kid's Pool, Multipurpose Hall, +5 more",Not Found,Not Found,Not Found,0,2006,49,"Assetz is a pioneer in the real estate sector. Founded in 2006, the company has seen a surge in growth over the past 15 years, making it an ‘A Grade’ player in the market. The journey started in the commercial segment, with award winning projects such as Vrindavan Tech Village (now Embassy Tech Village) and Global Technology Park, both of which have been successfully delivered and exited.",Under Construction,"Jan, 2024",₹15.3K/sq.ft
