XID,Registration Number,Apartment Type,Block Number,Carpet Area (In sq. meters),Area of Exclusive Balcony (In sq. meters),Area of Exclusive Verandah (In sq. meters),Area of Exclusive Terrace (In sq. meters),Area of Exclusive Store (In sq. meters),Any Other Area (In sq. meters),Proposed Number of Apartments,
r367203,RAJ/P/2020/1266,2BHK B-06 2nd to 8th and 11th to 14th Floors,2,71.83,10.91,0,0,0,0,11,6
r367203,RAJ/P/2020/1266,2BHK Duplex A-01 9th Lower level floor and 10th Upper level floor,1,129.82,25.27,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,"2BHK Duplex B-01,02 9th Lower level floor and 10th Upper level floor",2,129.82,25.47,0,0,0,0,2,1
r367203,RAJ/P/2020/1266,2BHK Duplex B-06 9th Lower level floor and 10th Upper level floor,2,129.92,25.47,0,0,0,0,1,1
r367203,RAJ/P/2020/1266,"2BHK First Floor A-01,07",1,71.83,17.07,0,0,0,0,2,1
r367203,RAJ/P/2020/1266,"2BHK First Floor B-01,02",2,71.83,17.07,0,0,0,0,2,0
r367203,RAJ/P/2020/1266,2BHK First Floor B-06,2,71.83,17.07,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,"3BHK A-04,05 2nd to 8th and 11th to 14th Floors",1,91.87,11.85,0,0,0,0,22,20
r367203,RAJ/P/2020/1266,3BHK A-06 2nd to to 8th and 11th to 14th Floors,1,91.87,11.85,0,0,0,0,11,11
r367203,RAJ/P/2020/1266,3BHK A-06 9th and 10th floor,1,91.87,11.85,0,0,0,0,2,2
r367203,RAJ/P/2020/1266,"3BHK B-03,04 2nd to 8th and 11th to 14th Floors",2,91.87,11.91,0,0,0,0,22,18
r367203,RAJ/P/2020/1266,3BHK B-05 2nd to 8th and 11th to 14th Floors,2,91.87,11.85,0,0,0,0,11,10
r367203,RAJ/P/2020/1266,"3BHK Duplex A-04,05 9th Lower level floor and 10th Upper level floor",1,160.88,28.17,0,0,0,0,2,1
r367203,RAJ/P/2020/1266,"3BHK Duplex B-03,04 9th Lower level floor and 10th Upper level floor",2,160.88,28.17,0,0,0,0,2,2
r367203,RAJ/P/2020/1266,3BHK Duplex B-05 9th Lower level floor and 10th Upper level floor,2,160.88,28.17,0,0,0,0,1,1
r367203,RAJ/P/2020/1266,3BHK First Floor A-04,1,91.87,47.49,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,3BHK First Floor A-05,1,91.87,32.73,0,0,0,0,1,1
r367203,RAJ/P/2020/1266,3BHK First Floor A-06,1,91.87,33.43,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,3BHK First Floor B-03,2,91.87,33.43,0,0,0,0,1,1
r367203,RAJ/P/2020/1266,3BHK First Floor B-04,2,91.87,32.73,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,3BHK First Floor B-05,2,91.87,33.43,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,4BHK A-02 2nd to 8th and 11th to 14th Floors,1,150.03,16.71,0,0,0,0,11,10
r367203,RAJ/P/2020/1266,4BHK A-02 9th And 10th Floor,1,150.03,16.71,0,0,0,0,2,2
r367203,RAJ/P/2020/1266,4BHK A-03 2nd to 8th and 11th to 14th Floors,1,147.45,15.84,0,0,0,0,11,10
r367203,RAJ/P/2020/1266,4BHK A-03 9th And 10th Floor,1,147.45,15.84,0,0,0,0,2,2
r367203,RAJ/P/2020/1266,4BHK First Floor A-02,1,150.03,21.56,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,4BHK First Floor A-03,1,147.45,27.57,0,0,0,0,1,1
r367203,RAJ/P/2020/1266,Ground S - 1,1,66.76,0,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,Ground S - 2,1,53.19,0,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,Ground S - 3,1,98.39,0,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,Ground S - 4,1,40.51,0,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,Ground S - 5,1,57.19,0,0,0,0,0,1,0
r367203,RAJ/P/2020/1266,Ground S - 6,1,49.07,0,0,0,0,0,1,0
r370171,RAJ/P/2020/1339,"2 BHK- FLat No. 104, 204, 304, 404, 504, 604, 704, 804, 904, 1004, 1104,1204",Block - 1,59,4.55,0,0,0,0,12,3
r370171,RAJ/P/2020/1339,"2 BHK- Flat No. 107, 207, 307, 407, 507, 607, 707, 807, 907, 1007, 1107, 1207",Block - 1,60.11,10.41,0,0,0,0,12,6
r370171,RAJ/P/2020/1339,"2 BHK- Flat No. 109, 209, 309, 409, 509, 609, 709, 809, 909, 1009, 1109, 1209",Block - 1,64.57,5.48,0,0,0,0,12,6
r370171,RAJ/P/2020/1339,"2 BHK- Flat No. 110, 210, 310, 410, 510, 610, 710, 810, 910, 1010, 1110, 1210",Block - 1,65.13,7.8,0,0,0,0,12,10
r370171,RAJ/P/2020/1339,"2 BHK- Flat No. 208, 308, 408, 508, 608, 708, 808, 908, 1008, 1108, 1208",Block - 1,61.04,10.22,0,0,0,0,11,9
r370171,RAJ/P/2020/1339,"3 BHK- Flat No 106, 206, 306, 406, 506, 606, 706, 806, 906, 1006, 1106,1206",Block - 1,86.03,7.8,0,0,0,0,12,10
r370171,RAJ/P/2020/1339,"3 BHK- Flat No. 101, 201, 301, 401, 501, 601, 701, 801, 901, 1001, 1101,1201",Block - 1,88.17,8.55,0,0,0,0,12,11
r370171,RAJ/P/2020/1339,"3 BHK- Flat No. 102, 202, 302, 402, 502, 602, 702, 802, 902, 1002, 1102,1202",Block - 1,87.51,9.01,0,0,0,0,12,11
r370171,RAJ/P/2020/1339,"3 BHK- Flat No. 103, 203, 303, 403, 503, 603, 703, 803, 903, 1003, 1103,1203",Block - 1,82.68,9.2,0,0,0,0,12,9
r370171,RAJ/P/2020/1339,"3 BHK- Flat no. 105, 205, 305, 405, 505, 605, 705, 805, 905, 1005, 1105,1205",Block - 1,83.43,7.34,0,0,0,0,12,8
r370171,RAJ/P/2020/1339,Commercial Shop 1,Block - 1,16.37,0,0,0,0,0,1,1
r370171,RAJ/P/2020/1339,Commercial Shop 2,Block - 1,13.69,0,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,"Villa No. B-44,B-45,B-46,B-47,B-48,B-49,B-50,B-51,B-52,B-53",,202.07,111.7,0,0,0,0,10,10
r371923,RAJ/P/2020/1402,Villa B-176,,159.4,73.14,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,Villa B-178,,81.76,44.93,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,VILLA NO B-114,,142.78,63.94,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,VILLA NO B-148 B-149,,171.26,85.44,0,0,0,0,2,0
r371923,RAJ/P/2020/1402,villa no. B-007,,190.37,92.66,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-008,,154.18,95.67,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,"Villa No. B-01,B-02",,312.11,199.2,0,0,0,0,2,2
r371923,RAJ/P/2020/1402,"Villa No. B-03, B-04, B-05, B-06",,202.07,111.7,0,0,0,0,4,4
r371923,RAJ/P/2020/1402,Villa No. B-09,,136.59,89.92,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,"Villa No. B-10,B-11,B-12,B-13,B-14,B-15,B-16,B-17,B-18,B-19",,202.07,111.7,0,0,0,0,10,10
r371923,RAJ/P/2020/1402,Villa No. B-100,,128.77,69.38,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,VILLA NO. B-101,,142.31,69.28,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,VILLA NO. B-110 B-111 B-112 B-115 B-116 B-117 B-118 B-119 B-120 B-121,,171.26,85.44,0,0,0,0,10,9
r371923,RAJ/P/2020/1402,VILLA NO. B-113,,171.02,94.64,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-122 B-123 B-124 B-125 B-141 B-142 B-143 B-144 B-145 B-146 B-147,,171.26,85.44,0,0,0,0,11,7
r371923,RAJ/P/2020/1402,VILLA NO. B-126,,142.35,69.37,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,villa no. B-127,,142.25,69.32,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,"villa no. B-128, B-129, B-130, B-131, B-132, B-133, B-134, B-135, B-136, B-137",,171.26,85.44,0,0,0,0,10,1
r371923,RAJ/P/2020/1402,villa no. B-138,,171.26,85.44,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,villa no. B-139,,141.84,64.15,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-140,,171.73,93.6,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,"villa no. B-150, B-151, B-154, B-155, B-156, B-157, B-158, B-159, B-162, B-163",,171.26,85.44,0,0,0,0,10,6
r371923,RAJ/P/2020/1402,villa no. B-152,,142.11,69.38,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-153,,171.26,7.88,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-160,,171.02,94.64,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,villa no. B-161,,171.73,93.6,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,"VILLA NO. B-164, B-165, B-166, B-167",,171.26,85.44,0,0,0,0,4,1
r371923,RAJ/P/2020/1402,villa no. B-168,,170.49,79.85,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-169,,262.39,31,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-170,,125.68,52.91,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-171,,143.93,57.16,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,villa no. B-172,,89.61,30.1,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,villa no. B-173,,273.5,19.59,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-174,,189.71,90.17,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-175,,179.65,102.72,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-177,,166.07,60.74,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,villa no. B-179,,82.33,4.11,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,Villa No. B-20,,165.14,111.87,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-21,,175.97,106.29,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-22 B-23 B-24 B-25 B-26 B-27 B-28 B-29 B-30 B-33,,213.58,111.7,0,0,0,0,10,10
r371923,RAJ/P/2020/1402,VILLA NO. B-31,,176.83,85.2,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-34 B-35 B-36 B-37 B-38 B-39,,213.58,111.7,0,0,0,0,6,6
r371923,RAJ/P/2020/1402,VILLA NO. B-40 B-41,,278.1,111.7,0,0,0,0,2,2
r371923,RAJ/P/2020/1402,VILLA NO. B-42,,178.07,107.69,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,Villa No. B-43,,166.33,110.52,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,Villa No. B-54,,133.14,90.82,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,Villa No. B-55,,130.51,69.28,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,"Villa No. B-56,B-57,B-58,B-59,B-60,B-61,B-62,B-63",,159.7,85.44,0,0,0,0,8,7
r371923,RAJ/P/2020/1402,Villa No. B-64,,129.01,69.37,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,VILLA NO. B-65,,142.78,62.78,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-66 B-67 B-68 B-69 B-70 B-71 B-72 B-73 B-74 B-75,,171.26,85.44,0,0,0,0,10,10
r371923,RAJ/P/2020/1402,VILLA NO. B-76 B-79 B-80 B-81 B-82 B-83 B-84 B-85 B-86 B-87,,171.26,85.44,0,0,0,0,10,5
r371923,RAJ/P/2020/1402,VILLA NO. B-77,,175.89,92.81,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,VILLA NO. B-78,,169.11,76.87,0,0,0,0,1,1
r371923,RAJ/P/2020/1402,VILLA NO. B-88 B-89 B-102 B-103 B-104 B-105 B-106 B-107 B-108 B-109,,171.26,85.44,0,0,0,0,10,9
r371923,RAJ/P/2020/1402,VILLA NO. B-90,,141.84,64.23,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,Villa No. B-91,,130.45,69.32,0,0,0,0,1,0
r371923,RAJ/P/2020/1402,"Villa No. B-92,B-93,B-94,B-95,B-96,B-97,B-98,B-99",,159.7,85.44,0,0,0,0,8,1
r371923,RAJ/P/2020/1402,VILLA NO.B-32,,180.37,82.76,0,0,0,0,1,0
r297443,RAJ/P/2021/1450,"3 BHK EAST FACING - 25’X55’ New East Facing (Plot No. 59 to 69, 72 to 79)",2,144.98,11.43,0,0,0,0,19,15
r297443,RAJ/P/2021/1450,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r297443,RAJ/P/2021/1450,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r297443,RAJ/P/2021/1450,"3 BHK WEST FACING - 25’X55’ New West Facing (Plot No. 86 to 93, 96 to 106)",3,144.98,11.43,0,0,0,0,19,8
r297443,RAJ/P/2021/1450,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r297443,RAJ/P/2021/1450,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r297443,RAJ/P/2021/1450,3 BHK WEST FACING - 28’X55’ New West Facing (Plot No. 39 to 56),1,169.14,13.94,0,0,0,0,18,17
r297443,RAJ/P/2021/1450,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r297443,RAJ/P/2021/1450,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Retail Shop,1,9,0,0,0,0,0,121,69
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type A (1-22, 906-929, 930-945, 946,1091, 800-816))",1,89.98,0,0,0,0,0,81,36
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (1051),1,44.54,0,0,0,0,0,1,0
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type B (1052-1056,1059-1061,1064-1065,1068,1071-1089)",1,44.99,0,0,0,0,0,30,30
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (1062),1,44.42,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (1063),1,44.24,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (1069),1,44.43,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (1070),1,44.11,0,0,0,0,0,1,0
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (182),1,42.21,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (183),1,36.18,0,0,0,0,0,1,0
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (184),1,43.81,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type B (198,199)",1,41.48,0,0,0,0,0,2,2
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (208),1,43.71,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (209),1,36,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type B (210),1,38.6,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type B (23-48,50-79, 185-196, 200-207)",1,44.99,0,0,0,0,0,76,76
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type B (49,80,197,1057-1058, 1066,1067)",1,43.91,0,0,0,0,0,7,7
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type C (139,140, 153,154,167, 168, 181,227,228,244,245,261,617,644, 645,672,673)",1,73.88,0,0,0,0,0,17,12
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (211),1,72.79,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type C (229-243, 246-260, 262-264, 266-287, 618-643, 646-671,674-699,702-727)",1,74.96,0,0,0,0,0,159,157
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (265),1,85.87,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (288),1,84.64,0,0,0,0,0,1,0
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (289),1,89.89,0,0,0,0,0,1,0
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type C (700,701,728,729,778,779,799, 844)",1,73.88,0,0,0,0,0,8,5
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type C (730-754, 760-777,780-798, 820-843)",1,74.96,0,0,0,0,0,86,66
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (755),1,71.26,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (756),1,58.49,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (757),1,53.88,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (758),1,65.35,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (759),1,74.31,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (81),1,88.83,0,0,0,0,0,1,0
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (817-819),1,68.78,0,0,0,0,0,3,3
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,"Type C (82-96, 99-110,113-124, 127-138, 141-152, 155-166, 169-180, 212-226)",1,74.96,0,0,0,0,0,102,101
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r376817,RAJ/P/2021/1523,Type C (97),1,89.9,0,0,0,0,0,1,1
r376817,RAJ/P/2021/1523,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r376817,RAJ/P/2021/1523,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
