Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
2987,MIG - I Kudasan,GANDHINAGAR URBAN DEVELOPMENT AUTHORITY,"GUDA BHAVAN Near KH-0 Circle, S. G. Highway, Sargasan, Gandhinagar 382421",Residential/Group Housing,guda.infra@gmail.com,7043028011,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA05537/EX1/220121,Gandhinagar,12-06-2019
2988,PRAMUKH HOMES,SHREE PRAMUKH DEVELOPERS,"Shraddha, Ram Park Main Road, B/h. RMC Swimming Pool, Kalawad Road, Rajkot 360005",Residential/Group Housing,mannrjt@gmail.com,9824529983,PR/GJ/RAJKOT/RAJKOT/Others/RAA05638/040719,Rajkot,04-07-2019
2989,KRUSHNASHRAY APARTMENT,KRUSHNASHRAY DEVELOPERS LLP,"OFFICE NO-115, COSMO COMPLEX, MAHILA COLLEGE CHOWK, KALAWAD ROAD, RAJKOT Rajkot 360001",Residential/Group Housing,krushnshrayrera@gmail.com,9426226016,PR/GJ/RAJKOT/RAJKOT/Others/RAA05878/080819,Rajkot,08-08-2019
2990,SATYAM AVENUE,SATYAM BUILDERS,"BLOCK NO.40, RAJ RESIDENCY, OPP. JITRIYA HANUMAN TEMPLE, MAVDI, RAJKOT GUJARAT-360004 Rajkot 360004",Residential/Group Housing,satyambuilders04102018@gmail.com,9725080039,PR/GJ/RAJKOT/RAJKOT/Others/RAA05905/190819,RAJKOT,19-08-2019
2991,Sobha Dream Heights,SOBHA LIMITED,"SOBHA, SARJAPUR-MARATHAHALLI OUTER RING ROAD, DEVARABISANAHALLI, BELLANDUR POST Bengaluru (Bangalore) Urban 560103",Residential/Group Housing,rera.avalon@sobha.com,8744996000,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA05158/EX1/180924/290925,Gandhinagar,28-03-2019
2992,OPERA ELEGANCE,SHREEJI ENTERPRISE,"GOKUL ,2 TAPAS SOCIETY,NR ARJUN PARK NANA MOVA MAIN ROAD Rajkot 360005",Residential/Group Housing,operaelegance@gmail.com,9773295975,PR/GJ/RAJKOT/RAJKOT/Others/RAA05374/030519,Rajkot,03-05-2019
2993,SHREE HANS LUXURIA,NILKANTH VARNI DEVELOPERS,"BLOCK NO 171, TP 27, FP 78, OPP SENTOSA HEIGHTS AMROLI ROAD, NR AMBEVELLY, AMROLI ROAD, AMROLI, UTRAN, SURAT-394105 Surat 394105",Residential/Group Housing,nilkanthvarnidev2019@gmail.com,9825684911,PR/GJ/SURAT/SURAT CITY/SUDA/RAA05649/050719,Surat,05-07-2019
2994,BHAGWAT ALTIMUS,PUSHTI INFRACONE,"8, BHAGWAT BUNGLOWS, Opp. SILVER SQUARE COMPLEX, THALTEJ. Ahmedabad 380059",Residential/Group Housing,bhagwat.altimus@gmail.com,9825260789,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05748/190719,Ahmedabad,19-07-2019
2995,SHREEJI DARSHAN,"VIKASBHAI MANIYAR, ISHANBHAI BATHIYA, JAYSHREEBEN KANSARA","293, 18-CHANDRA PARK, NEAR BIG BAZAAR, 150 FEET RING ROAD,RAJKOT Rajkot 360005",Residential/Group Housing,shreejidarshanrera1@gmail.com,9099039998,PR/GJ/RAJKOT/RAJKOT/Others/RAA06036/160919,Rajkot,16-09-2019
2996,VRUNDAVAN ANNEXE,M/S. STUDIOESTATES,"SB/20/B, PRODUCTIVITY HOUSE PRODUCTIVITY ROAD, VADODARA Vadodara 390007",Residential/Group Housing,niraj1975@gmail.com,9825064139,PR/GJ/VADODARA/VADODARA/Others/RAA06374/EX1/111023,Vadodara,26-11-2019
2997,SHILAJ HOMES,SAMSARJAN DEVELOPERS,"1012, ANAND MANGAL - 3 AMBAWADI Ahmedabad 380006",Residential/Group Housing,asimshaheng@gmail.com,9825412394,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05675/090719,Ahmedabad,09-07-2019
2998,Dwarika Prime,DEV BUILDERS,"GAYTRI PLAZA SHOP NO. 103 GAYTRINAGAR MAIN ROAD, BHAKTINAGAR CIRCLE REGION, Rajkot 360002",Residential/Group Housing,rera.dwarikaempire@gmail.com,9824233333,PR/GJ/RAJKOT/RAJKOT/Others/RAA05594/210619,Rajkot,21-06-2019
2999,KRISHNA ICON,SAI DEVELOPERS,"Plot No. 48/2 B/H Jai Bhole Homes, Opp. Hari Icon, Nanachiloda, Ahmedabad-382330 Ahmedabad 382330",Residential/Group Housing,sai.developers1234@gmail.com,9227204827,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA05882/080819,Gandhinagar,08-08-2019
3000,NATHDWAR VILLA,SHREENATH DEVELOPERS,"E - 101, SHREEJI VILLA, NEAR D - MART, WAGHODIA ROAD, VADODARA - 390019 E - 101, SHREEJI VILLA, NEAR D - MART, WAGHODIA ROAD, VADODARA - 390019 Vadodara 390019",Residential/Group Housing,nakoda9122@gmail.com,9825341259,PR/GJ/VADODARA/VADODARA/Others/RAA06101/A1R/040621,Vadodara,25-09-2019
3001,THE SILICON,JAY DEVELOPER,"PITRU KRUPA, 3 – NEW PAPAIYAVADI, OPP HARDI HOUSE Rajkot 360004",Residential/Group Housing,thesilicon21@gmail.com,8347999510,PR/GJ/RAJKOT/RAJKOT/Others/RAA09380/291121,Rajkot,29-11-2021
3002,Aalap Heights F Building,Shree Sai Associates,"301, Shubham Tower - 2 Vapi Daman Road, Chala, Vapi. Valsad 396191",Residential/Group Housing,aalapheights2012@gmail.com,9726600208,PR/GJ/VALSAD/UMBERGAON/Others/RAA05223/050419,Valsad,05-04-2019
3003,Saujanya-II,SUBAHU ENTERPRISES LLP,"Nr. Anupam Cinema, Next to Ashima Mills, Shri Khandubhai Desai Marg, Khokhra, Ahmedabad Ahmedabad 380021",Residential/Group Housing,compliance.officer@saujanya.in,9978917107,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05177/300319,Ahmedabad,30-03-2019
3004,Saujanya-III,SAUMYA CONSTRUCTION PRIVATE LIMITED,"Nr. Anupam Cinema, Next to Ashima Mills, Shri Khandubhai Desai Marg, Khokhra, Ahmedabad Ahmedabad 380021",Residential/Group Housing,siiicompliance.officer@sushrut.co.in,9909988288,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05175/300319,Ahmedabad,30-03-2019
3005,SPARSH ARISE,SARAL INFRACON,"SHOP NO 5 MOKSHA RESIDENCY NR MANIRATNAM RAW HOUSE BUNGLOW, VASNA Ahmedabad 380007",Residential/Group Housing,sparsharise@gmail.com,9898000282,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05516/060619,Ahmedabad,06-06-2019
3006,HARIDWAR GREEN VILLLA,HARIDWAR DEVELOPERS,Plot No 462/A street no 8 Bhavnagar 364001,Residential/Group Housing,arpit3101993@gmail.com,9586470277,PR/GJ/AHMEDABAD/MANDAL/Others/RAA05407/080519,Ahmedabad,08-05-2019
3007,PRACHI RESIDENCY,DAISHIK HARISHCHANDRA PATEL Proprietor of Shreenathji Enterprise,"OOP. KISMAT KATHIYAWADI FOOD CENTER NH. NO.-8, LUVARA, TAL. & DIST.-BHARUCH- Bharuch 392001",Residential/Group Housing,samavsharan2018@gmail.com,9925222988,PR/GJ/VADODARA/VADODARA/Others/RAA05371/020519,Vadodara,02-05-2019
3008,RIA GRAND VILLA,DIYA HOMES,"GATE FALIYU, NAGARWADA VADODARA Vadodara 390001",Residential/Group Housing,riagrandvilla@yahoo.com,9898513662,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA05513/A1R/080125/300626,Vadodara,06-06-2019
3009,Suvas Avenue,SAI CORPORATION,"SURVEY NO. 189 & 191, F.P. NO. 107 OPP. Apurva Bunglowes, Nr. Ramesht Bunglow, Panchvati Area, At. Borisana, Ta. KALOL Gandhinagar 382721",Residential/Group Housing,suvasavenue1@gmail.com,9824798503,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA05554/A1R/201219,Gandhinagar,14-06-2019
3010,SANSKRUTI HOME,R T DEVELOPERS,28 ASHADEEP SOCIETY CHHAPRA ROAD NAVSARI Navsari 396445,Residential/Group Housing,rtdevelopers3@gmail.com,9925488983,PR/GJ/NAVSARI/NAVSARI/Others/RAA05366/010519,Navsari,01-05-2019
3011,Sarthi Avenue,Sarthi Developers,"T.P.S. NO.-25 (MOTA VARACHHA), F.P. NO.-54, O.P. NO.-54, BLOCK NO.-404/P, BEHIND BHAKTINANDAN SECTOR, OPP. SUMERU SKY RESIDENCY, SARTHI CIRCLE MOTA VARACHHA, SURAT Surat 394105",Residential/Group Housing,sarthiavenue00@gmail.com,9624050509,PR/GJ/SURAT/SURAT CITY/SUDA/RAA05458/170519,Surat,17-05-2019
3012,Everest Pentagon,EVEREST INFRA,"B-2-117,SAMTA FLATS, OPP. PDIL,SUBHANPURA, Vadodara 390023",Residential/Group Housing,everest.baroda2019@gmail.com,9904500600,PR/GJ/VADODARA/VADODARA/Others/RAA05667/080719,Vadodara,08-07-2019
3013,SHYAM VIHAR,NILKANTH BUILDERS,"305, 306 SHYAM ARCADE OPP GANGOTRI BUNGLOWE VRUNDAVAN PARTY PLOT NIKOL Ahmedabad 382350",Residential/Group Housing,shyamvihar.rera@gmail.com,9825060378,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05613/280619,Ahmedabad,28-06-2019
3014,LOTUS HEART,M.J. DEVELOPERS,"LOTUS HEART, B/H CANCER HOSPITAL DABHOLI Surat 395004",Residential/Group Housing,lotusheart.mj@gmail.com,9376950870,PR/GJ/SURAT/SURAT CITY/SUDA/RAA05908/190819,Surat,19-08-2019
3015,AYMAN RESIDENCY,AYMAN INFRA,"82, Jafari Towers, B/h. Tagor Hall, Paldi, Ahmedabad Ahmedabad 380006",Residential/Group Housing,aymanresidency.rera@gmail.com,9913174482,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05791/EX1/181122,Ahmedabad,25-07-2019
3016,KAILASH HEIGHTS,MARUTI ENTERPRISE,BLOCK NO 351 T.P.NO.25 F.P.NO 41 PAIKI SUB PLOT NO 3 KAILASH HEIGHTS MOTA VARACHHA SURAT Surat 394101,Residential/Group Housing,maruti0351@gmail.com,9328762656,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06017/090919,Surat,09-09-2019
3017,VRAJVILLA,SHREE BHAKTI CORPORATION PRIVATE LIMITED,"GF-7/8, SHYAM RESI CUM PLAZA NEAR PARIVAR CHAR RASTA Vadodara 390019",Residential/Group Housing,shreevrajvilla1@gmail.com,9824089965,PR/GJ/VADODARA/VADODARA/Others/RAA06175/151019,Vadodara,15-10-2019
3018,SWASTIK SOPAN 2,SWASTIK DEVELOPERS,"FP No. 75/7, Nr. Urjanagar-1 Radesan-T.P.No. 22, Block No. 143, Radesan Gandhinagar 382421",Residential/Group Housing,swastikdevelopergst@gmail.com,9825068257,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA06136/041019,Gandhinagar,04-10-2019
3019,SHUBHAM AURA,Sophisticated Transport Services Pvt Ltd,"3rd Floor Room No.17 SURI BLDG,74/80,Kalbadevi , Mumbai Mumbai City 400002",Residential/Group Housing,shubhamaurarera@gmail.com,7069034502,PR/GJ/VADODARA/VADODARA/Others/RAA06206/EX1/A1R/290923,Vadodara,21-10-2019
3020,PANCHAM BUNGLOWS,VASUNDHARA PROCON PRIVATE LIMITED,"210 DEV ARC MALL OPP. BIG BAZAR, ISCON TEMPLE, SG ROAD Ahmedabad 380015",Residential/Group Housing,panchambunglows@gmail.com,9727131615,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA07259/EX1/271221,Gandhinagar,27-07-2020
3021,SHREE VIMALNATH RESIDENCY,VAISHALIBEN JAYDEEPKUMAR SHAH PROPRIETOR OF SHREE VIMALNATH DEVELOPERS,"315/316, GOVARDHAN TOWNSHIP NR. NARAYAN HIGH SCHOOL, WAGHODIA ROAD, VADODARA Vadodara 390019",Residential/Group Housing,shreevimalnathresidency48@gmail.com,7600009450,PR/GJ/VADODARA/VADODARA/Others/RAA07280/060820,Vadodara,06-08-2020
3022,Ashok Vatika,SHREERAM INFRASTUCTURE,"402, Center Plaza, Opp Sarthak School, Ghatlodiya, Ahmedabad Ahmedabad 380054",Residential/Group Housing,laurels.shreeram@gmail.com,9824432622,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA08564/EX1/040223,Ahmedabad,04-06-2021
3023,RUCHI BOULEVARD - PHASE 1 (PLOT B),RUCHI INFRASTRUCTURE,"1ST FLOOR, GJ HOUSE, ABOVE CANARA BANK OPP. EXPRESS HOTEL, R C DUTT ROAD, ALKAPURI Vadodara 390007",Residential/Group Housing,rajushah@ruchigroup.co,9375077755,PR/GJ/VADODARA/VADODARA/Others/RAA09132/051021,Vadodara,05-10-2021
3024,RUCHI BOULEVARD PHASE 2,RUCHI INFRASTRUCTURE,"1ST FLOOR, GJ HOUSE, ABOVE CANARA BANK OPP. EXPRESS HOTEL, R C DUTT ROAD, ALKAPURI Vadodara 390007",Residential/Group Housing,rajushah@ruchigroup.co,9375077755,PR/GJ/VADODARA/VADODARA/Others/RAA09195/181021,Vadodara,18-10-2021
3025,GLARE,SHRINIVAS ORGANISORS PRIVATE LIMITED,F P NO 23/1 23/5 BHADAJ SUPERCITY ROAD BHADAJ CIRCLE S P RING ROAD BHADAJ Ahmedabad 380060,Residential/Group Housing,supercity.luxuria2@gmail.com,9426525588,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA05593/200619,Gandhinagar,20-06-2019
3026,Silver Luxuria,Madhav Developers,"402 - Avasar Palace,Opp Rajkot Public School Ambika Township Rajkot 360005",Residential/Group Housing,silverluxuria2019@gmail.com,9427238321,PR/GJ/RAJKOT/RAJKOT/Others/RAA05761/200719,Rajkot,20-07-2019
3027,SAMANVAY STAR,ANUPAM INFRA,"C-202 IMPERIAL HEIGHTS, OPP. BIG BAZAR, 150 Rajkot 360005",Residential/Group Housing,anupaminfra1@gmail.com,7203013232,PR/GJ/RAJKOT/RAJKOT/Others/RAA07972/300121,Rajkot,30-01-2021
3028,YASH EVANA,UMA ENTERPRISE,"F-12,Yash Flora,Opp. Radhe-2 Bunglows, Nikol, Nava Naroda, Ahmedabad-382330 Ahmedabad 382330",Residential/Group Housing,yashhome@yahoo.com,9724319481,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05338/290419,Ahmedabad,29-04-2019
3029,ABHILASHHA RESIDENCY PHASE 2,Abhilasha Buildcon,"47 Vrajdham Bungalows, Village Shela, Sanand Ahmedabad 382110",Residential/Group Housing,abhilasharesidencyphase2@gmail.com,9913895994,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05582/190619,Ahmedabad,19-06-2019
3030,Shivam Heights,Shivam Developers,"Nr.Ganesh Society,Nr.Stalla Mery School Bh. Eva Mall, Manjalpur Vadodara 390011",Residential/Group Housing,bakulvegad@gmail.com,9898339887,PR/GJ/VADODARA/VADODARA/Others/RAA05946/270819,Vadodara,27-08-2019
3031,PADRA HEIGHTS,PADRA HEIGHTS,PADRA TAJPURA ROAD BESIDES AMBALAL PARK SOCIETY BEHIND VEGITABLE MARKET PADRA Vadodara 391440,Residential/Group Housing,padraheights1@gmail.com,7043178600,PR/GJ/VADODARA/PADRA/Others/RAA06215/EX1/100123,Vadodara,22-10-2019
3032,LOTUS WHITE FIELD,SARAL CORPORATION,"OPP. EVEREST ICON, NR. EVEREST EXPERIYA, VASNA BHAYLI ROAD, Vadodara 391410",Residential/Group Housing,saralcorporation88@gmail.com,8905563990,PR/GJ/VADODARA/VADODARA/Others/RAA05555/140619,Vadodara,14-06-2019
3033,PINCODE@55,NIRAT BUILDCON,"FF-19-20, KRISHNA PARK COMPLEX BESIDES CANARA BANK, AJWA-WAGHODIA RING ROAD Vadodara 390019",Residential/Group Housing,niratbuildcon@gmail.com,9726002005,PR/GJ/VADODARA/VADODARA/Others/RAA06243/241019,Vadodara,24-10-2019
3034,Madhvam Heights,Shreenathji Developers,"Dharm bhakti, gita nagar Street No 2 Swmainarayan gurukul, gita Nagar Rajkot 360002",Residential/Group Housing,maheshrathod7492@gmail.com,9998197492,PR/GJ/RAJKOT/RAJKOT/Others/RAA06502/231219,Rajkot,23-12-2019
3035,NILKANTH HEIGHTS,PARAMHANS DEVELOPERS,B-402 LILABA APARTMENT VASANT VIHAR SOCIETY GANDEVI ROAD NAVSARI Navsari 396445,Residential/Group Housing,pramhansdevelopers@gmail.com,9824747890,PR/GJ/NAVSARI/NAVSARI/Others/RAA07477/230920,Navsari,23-09-2020
3036,SAMANVAY SOLITAIRE,SAMANVAY SPARSH,STAR CITY III NEAR VASNA BHAYLI CROSSING TANDALJA SUNPHARMA ROAD Vadodara 390012,Residential/Group Housing,starcity3.rera@gmail.com,8347834433,PR/GJ/VADODARA/VADODARA/Others/RAA05363/010519,Vadodara,01-05-2019
3037,SILVER SAND,MEERA DEVELOPERS,"402 - Avsar Palace, Ambika Township, Opp. Rajkot Public School Rajkot 360005",Residential/Group Housing,silversand94272@gmail.com,9427238321,PR/GJ/RAJKOT/RAJKOT/Others/RAA05750/190719,Rajkot,19-07-2019
3038,NEELKANTH HOMES,NEELKANTHVARNI INFRASPACE LLP,"1,SUMANGLAM COMPLEX NEAR SBI, NAVA WADAJ Ahmedabad 380013",Residential/Group Housing,neelkanthhomesrera@gmail.com,9978990444,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05528/A1R/201120,Ahmedabad,10-06-2019
3039,RADHE GOVIND PHASE 1,CHETAK BUILDERS,"D-005, ELENZA CREST, NR SIGMA HOUSE, SINDHU BHAVAN ROAD, BODAKDEV, AHMEDABAD-380058 Ahmedabad 380058",Residential/Group Housing,radhemadhav1575@gmail.com,9512754657,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06685/280120,Ahmedabad,28-01-2020
3040,RADHE GOVIND (PHASE 2),CHETAK BUILDERS,"D-005, ELENZA CREST, NR SIGMA HOUSE, SINDHU BHAVAN ROAD, BODAKDEV, AHMEDABAD-380058 Ahmedabad 380058",Residential/Group Housing,radhemadhav1575@gmail.com,9512754657,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06784/140220,Ahmedabad,14-02-2020
3041,Venus Height - 2,S R Devlopers,"Shop No. 9, Laxmi Bhavan, Jalaram Society Kachigam Road, Vapi. Valsad 396191",Residential/Group Housing,srdevlopersvapi@gmail.com,9924342402,PR/GJ/VALSAD/PARDI/Others/RAA05351/300419,Valsad,30-04-2019
3042,Pratishtha 72,Siddhivinayak Developers,"501, Shivalik Highstreet, Nr. Keshavbaug Party Plot, Satellite, Ahmedabad 380015",Residential/Group Housing,siddhivinayak686@gmail.com,9426262349,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05680/100719,Ahmedabad,10-07-2019
3043,CHAMPA AROMA,BHUMITI ASSOCIATES,8 MEHUL VARSHA SOCIETY SUBHASHNAGAR BHAVNAGAR Bhavnagar 364001,Residential/Group Housing,bhumitia@gmail.com,9426718083,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA06013/070919,Bhavnagar,07-09-2019
3044,SAFFRON PRIDE,SHIV DEVELOPERS,"PARMESHWAR PARK, NEAR RAIYA CHOWKDI, 150 FEET RING ROAD, RAJKOT Rajkot 360005",Residential/Group Housing,saffronpriderera@gmail.com,9737242743,PR/GJ/RAJKOT/RAJKOT/Others/RAA06816/020320,Rajkot,02-03-2020
3045,The Grand Eastern Phase-II,Pearl Associates,"The Grand Eastern-II, B/s. Shree Saurashtra Patel Samaj Vadi, 100 ft. Bhakti Circle Road, Nikol, Ahmedabad - 382350 Ahmedabad 382350",Residential/Group Housing,thegrandeastern2@gmail.com,9825042705,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06236/231019,Ahmedabad,23-10-2019
3046,MAHAVIR PLATINUM,Mayur Anantbhai Gohel,"Plot No. - 10/B, Pragati Society, Street No. - 5, Near Vima Nagar, Raiya Road, Rajkot 360007",Residential/Group Housing,mahavirplatinumrajkot@gmail.com,9374755551,PR/GJ/RAJKOT/RAJKOT/Others/RAA06529/301219,Rajkot,30-12-2019
3047,AASHRAY BUNGALOWS,SHREE MARUTI INFRASTRUCTURE,Office No.232-233 Madhav Hill Waghawadi Road Bhavnagar Bhavnagar 364001,Residential/Group Housing,smarutiinfrastructure@gmail.com,9925204125,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA06735/030220,Bhavnagar,03-02-2020
3048,THE WINGZ II,BRAHMA CREATIONS,"14, VEDANT BUNGLOWS VASNA BHAYLI ROAD Vadodara 390007",Residential/Group Housing,creationsbrahma@gmail.com,9724656403,PR/GJ/VADODARA/VADODARA/Others/RAA05725/EX1/180722,Vadodara,16-07-2019
3049,AL AMEEN PARK PHASE II,AL KABEER DEVELOPERS,"OPP KALYAN PARTY PLOT NEAR GOPAL BAUG, VASANA ROAD Vadodara 390015",Residential/Group Housing,info@al-kabeerdevelopers.com,9978692257,PR/GJ/VADODARA/VADODARA/Others/RAA07944/220121,Vadodara,22-01-2021
3050,Mukund Villa,Balmukund Corporation,"1, Chitrakut Society, Nr. Hanuman Mandir Panchvati Area, Kalol. Gandhinagar 382721",Residential/Group Housing,balmukundcorporation71@gmail.com,9825028415,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA06400/281119,Gandhinagar,28-11-2019
3051,SAMAY RESIDENCY,MAHAVIR CORPORATION,"SAMAY RESIDENCY, OPP. CORAL BUNGLOWS, NANA CHILODA, AHMEDABAD Ahmedabad 382330",Residential/Group Housing,samayresidency2018@gmail.com,9712986747,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06775/130220,Ahmedabad,13-02-2020
3052,SHIV TIRTH,HARSHVADANPRAVINBHAIPATEL,"49, Gaytri Nagar Society Nana Bazar , Bakrol Anand 388315",Residential/Group Housing,mayank121270@yahoo.com,9998567886,PR/GJ/ANAND/ANAND/Others/RAA05569/170619,Anand,17-06-2019
3053,THE STATUS,SHREEJI ASSOCIATES,FF 101 VRAJ COMPLEX HARNI ROAD KARELIBAUG VADODARA Vadodara 390022,Residential/Group Housing,jigar.brd@gmail.com,8000804804,PR/GJ/VADODARA/VADODARA/Others/RAA05616/280619,Vadodara,28-06-2019
3054,Santvan Kreon,MARUTI CORPORATION,"FP 24, TP 9, NEAR L P SAVANI SCHOOL, PALANPORE, Surat 395009",Residential/Group Housing,groupsantvan@gmail.com,9727399441,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06229/231019,Surat,23-10-2019
3055,AKSHARVILLA A,BHAVESHKUMAR BHAGWANJIBHAI ABHANI,"213, NILDHARA APPARTMENT TALAV GATE Junagadh 362001",Residential/Group Housing,aksharvillaabhani123@gmail.com,9377472830,PR/GJ/JUNAGADH/JUNAGADH/Others/RAA06831/050320,Junagadh,05-03-2020
3056,SHAGUN HEIGHTS,NILKANTH ENTERPRISE,"BLOCK NO 14, TP NO 18, FINAL PLOT NO 15, SUB PLOT NO 1 MOTA VARACHHA Surat 394101",Residential/Group Housing,nilkanthenterprise54@gmail.com,9824137785,PR/GJ/SURAT/SURAT CITY/SUDA/RAA05634/010719,Surat,01-07-2019
3057,TORRANCE,TORRANCE ENTERPRISE,"TP NO 5, FP NO.3, R.S. NO 140/3 OPP SHYAM SANGINI , VESU CANAL ROAD Surat 395007",Residential/Group Housing,torranceenterprise2019@gmail.com,9924077666,PR/GJ/SURAT/SURAT CITY/SUDA/RAA05636/010719,Surat,01-07-2019
3058,TRANQUIL,MAXEL PROCON,"1101, ELANZA VERTEX, NEAR ZAINOBIYA SINDHU BHAVAN ROAD, BODAKDEV, AHMEDABAD Ahmedabad 380059",Residential/Group Housing,accounts@marutibuildcon.com,9825157656,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06264/A1R/090321,Ahmedabad,25-10-2019
3059,VIVAN 79,SHREE INFRASTRUCTURE,"1091,AMBAWADI SOC B/H JINRATNA APPARTMENT RAMNAGAR SABARMATI Ahmedabad 380005",Residential/Group Housing,vanit9797@icloud.com,9099979797,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA05408/080519,Gandhinagar,08-05-2019
3060,PRASHANT APPARTMENTS,RAMESH JITENDRA SHAH PROP OF SHAH CONSTRUCTION,"PRASHANT NEAR SOLERIAM, OPP PATEL BORDING Jamnagar 361008",Residential/Group Housing,rjshah1551@gmail.com,9227631673,PR/GJ/JAMNAGAR/JAMNAGAR/Others/RAA06053/190919,Jamnagar,19-09-2019
3061,DREAM SIESTA,MOHIT HEMRAJBHAI KACHA AND HARSHABEN SAPARIA,"""DHRAM BHAKTI"", GITA NAGAR STREET 2 GITA NAGAR Rajkot 360002",Residential/Group Housing,dreamsiesta1@gmail.com,9033807890,PR/GJ/RAJKOT/RAJKOT/Others/RAA06802/260220,Rajkot,26-02-2020
3062,MARINA HEIGHT,MAHAMAD SALIMBHAI IBRAHIMBHAI GANIYANI proprietor of MARINA CORPORATION,"PLOT NO 462/B PRABHUDAS TALAV SHISHUVIHAR, BHAVNAGAR. Bhavnagar 364001",Residential/Group Housing,marinacorporation443@gmail.com,9909207627,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA06819/020320,Bhavnagar,02-03-2020
3063,VRAJ VALLEY,HILLSIDE DEVELOPERS & INTERIORS,"304, 11 SHREE JIVRAJNAGARIN, JIVRAJ PARK, AMBIKA TOWNSHIP, MAVDI PLOT, RAJKOT Rajkot 360004",Residential/Group Housing,vrajvalley@gmail.com,9825060662,PR/GJ/RAJKOT/RAJKOT/Others/RAA06950/290420,Rajkot,29-04-2020
3064,UMA PARK (MANGALAM PARK BLDG-U),AKSHAR DEVELOPERS,"GROUND FLOOR, SHOP NO.F/5, MANGALAM PARK GODADARA, DINDOLI, SURAT Surat 394210",Residential/Group Housing,info.umaparkdindoli@gmail.com,9924122460,PR/GJ/SURAT/SURAT CITY/SUDA/RAA10158/060522,Surat,06-05-2022
3065,SKARA DIVYAM,SKARA PROJECTS LLP,"S.F. 206, Coral Complex Science City Road, Sola Ahmedabad 380060",Residential/Group Housing,skarapearl@gmail.com,9825021458,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05658/EX2/100123,Ahmedabad,06-07-2019
3066,RIVER RATAN,UNITY DEVELOPERS,"61, GANGA JAMNA SOCIETY YOGI CHOWK ROAD,NANA VARACHHA,SURAT Surat 395006",Residential/Group Housing,riverratan@gmail.com,9979013400,PR/GJ/SURAT/SURAT CITY/SUDA/RAA05863/070819,Surat,07-08-2019
3067,SIDDHIVINAYAK HIGHLAND,SIDDHIVINAYAK BUILDCON,301 SHIVANJALI ATABHAI CHOWK BHAVANAGAR Bhavnagar 364001,Residential/Group Housing,arcus.vadodara@gmail.com,9825206903,PR/GJ/VADODARA/VADODARA/Others/RAA06093/240919,Vadodara,24-09-2019
3068,SUMAN PARTH EWS-31 TP 28 (ALTHAN-BHATAR) FP 136,SURAT MUNICIPAL CORPORATION,Muglisara Main Road Opposite LIC Buildinng Munghal sarai Surat Gujarat Surat 395003,Residential/Group Housing,smcsucews55@gmail.com,9727142515,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06994/140520,Surat,14-05-2020
3069,AKSHAR AVENUE,Akshar Developers,"Flat No. 401, Apple Orchid Apartment Om Nagar, Nr. Hariom Nagar,Junagadh Junagadh 362001",Residential/Group Housing,rera25.aksharavenue@gmail.com,9998993828,PR/GJ/JUNAGADH/JUNAGADH/Others/RAA06964/040520,Junagadh,04-05-2020
