Registration Certificate Number,Project Name,Builder,Project Location,Project District,INTERNAL ROADS AND PAVEMENTS,WATER SUPPLY SYSTEM,STORM WATER DRAINAGE,ELECTRICITY SUPPLY SYSTEM,SEWAGE TREATMENT & GARBAGE DISPOSAL,STREET LIGHTING,SECURITY AND FIRE FIGHTING,PLAYGROUNDS AND PARKS,CLUB HOUSE/COMMUNITY CENTRE,SHOPPING AREA,RENEWABLE ENERGY SYSTEM,SCHOOL,HOSPITAL/DISPENSARY,ANY OTHER,No. of Flats/Apartments constructed,No. of Flats/ Apartments booked,Land area of the project,Projected date of completion,Percentage completion,FLOORING DETAILS OF VARIOUS PARTS OF HOUSE,KITCHEN DETAILS,DOORS AND WINDOS FRAMES,ELECTRIC FITTINGS,LIFT DETAILS,ELECTRICAL FITTINGS,INTERNAL FINISHING,Document URL,OC Document Path
GGM/462/194/2021/30 DATED 13.07.2021,SIGNATURE GLOBAL CITY 37D,SIGNATUREGLOBAL DEVELOPERS PVT. LTD.,"VILLAGE GADULI KALAN, SECTOR-
37D, GURUGRAM",GURUGRAM,317.82,223.01,No,0,194.03,31.60,0,0,0,0,0,0,0,0,Not Found,Not Found,20.589 (Acre),Not available,Not available,NA,NA,NA,NA,NA,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTAxOQ==,oc\GGM-462-194-2021-30-OC_uploaded.pdf
GGM/459/191/2021/27 DATED 22.06.2021,ELEVATE (PHASE II),HERITAGE MAX REALTECH PVT. LTD.,"VILLAGE BEHRAMPUR, SECTOR-59,
GURUGRAM",GURUGRAM,68.02,99.93,Yes,0,51.19,9.94,0,3.71,0,0,0,0,0,1.689,0,212,2.96875 (Acre),31-01-2025,0,TILES,FLOOR TILES AND PAINT,DOUBLE/ SINGLE GLASS,LED FIXTURES,HIGH RISE – 8 NOS. PASSENGER LIFT & 2 NOS. SERVICE/FIREMAN LIFT COMMERCIAL 1 NOS. PASSENGER LIFT,LED,PAINT SURFACE,Not Found,Not Available
GGM/444/176/2021/12 DATED 22.03.2021,INDEPENDENT FLOORS AT DLF GARDENCITY SECTOR 91/92,DLF LUXURY HOMES LIMITED,"DLF GARDEN CITY, SECTOR 91 /
92,",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,0.986 (Acre),Not available,Not available,IPS FLOORING / TILES / GRANITE,WHITE WASH / OBD,MS / AL DOORS AND WINDOWS,MODULAR FITTINGS,BRANDED MAKE,MODULAR FITTING,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTAwMQ==,oc\GGM-444-176-2021-12-OC_uploaded.pdf
GGM/443/175/2021/11 DATED 15.03.2021,INDEPENDENT FLOORS AT DLF GARDENCITY SECTOR 91/92,DLF UTILITIES LIMITED,"DLF GARDEN CITY, SECTOR 91 /
92,",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,0.969 (Acre),Not available,Not available,IPS FLOORING / TILES / GRANITE,WHITE WASH / OBD,MS / AL DOORS AND WINDOWS,MODULAR FITTINGS,BRANDED MAKE,MODULAR FITTING,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/OTk4,oc\GGM-443-175-2021-11 DATED 15.03.2021-OC_uploaded.pdf
GGM/440/172/2021/08 DATED 01.03.2021,MARBELLA PHASE 2,EMAAR MGF LAND LTD,SECTOR 65& 66,GURUGRAM,251,79,Yes,210,79,25,7,55,0,0,50,0,0,0,Not Found,Not Found,12.609 (Acre),Not available,Not available,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Available
GGM/434/166/2021/02 DATED 08.01.2021,JOYVILLE GURUGRAM PHASE VI,JOYVILLE SHAPOORJI HOUSING PRIVATE LIMITED,"KHERKI MAJRA, SECTOR 102, GUR
UGRAM",GURUGRAM,438,139,Yes,0,289,69,324,10,0,0,0,0,0,0.606,Not Found,Not Found,5.046 (Acre),Not available,Not available,CERAMIC/VITRIFIED/WOODEN LAMINATED FLOORING,GRANITE PLATFORM WITH SINK,HARD WOOD/ENGINEERED WOOD/ALUMINIUM/STONE,STANDARD SWITCHES AND SOCKETS,PASSENGER AND FIRE LIFTS,STANDARD SWITCHES AND SOCKETS,-,Not Found,Not Available
GGM/431/163/2020/47 DATED 22.12.2020,INDEPENDENT FLOORS AT DLF CITY PHASE III,DLF LIMITED,"DLF CITY PHASE-III, SECTOR 24
, GURUGRAM, HARYANA",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,1.243 (Acre),Not available,Not available,IPS FLOORING / TILES / MARBLE / GRANITE,WHITE WASH / OBD,MS OR AL DOORS AND WINDOWS,MODULAR FITTINGS,BRANDED MAKE,MODULAR FITTINGS,ACRYLIC EMULSION / OBD,Not Found,Not Available
GGM/427/159/2020/43 DATED 20.11.2020,SIGNATURE GLOBAL PARK-III,SIGNATUREGLOBAL HOMES PRIVATE LIMITED,"1309 13TH FLOOR DR. GOPAL DAS
BHAWAN 28 BARAKHAMBA ROAD NEW DELHI 110001",GURUGRAM,200.20,188.16,No,0,118.23,24.29,0,15.27,0,0,0,0,0,0.420,Not Found,Not Found,10.55625 (Acre),Not available,Not available,NA,NA,NA,NA,NA,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDM0,oc\GGM-427-159-2020-43 DATED 20.11.2020-OC_uploaded.pdf
GGM/419/151/2020/35 DATED 16.10.2020,COBAN RESIDENCES,PAREENA INFRASTRUCTURES PVT. LTD.,"GARHI HARSARU ROAD VILLAGE GO
PALPUR, SECTOR 99A, GURUGRAM, HARYANA",GURUGRAM,80.31,98.88,No,0,19.92,16.25,115.43,20.95,119.49,0,0,0.06294,0,0.4728,544,234,10.5875 (Acre),30-06-2021,20,VITRIFIED TILES,"GRANITE COUNTER, CERAMIC TILES UPTO 2 FT ABOVE COUNTER AND REST OBD",PAINTED HARD WOOD DOOR FRAMES WITH FLUSH DOOR SHUTTERS.,NOT PROVIDING,PASSENGER & SERVICE LIFTS IN EACH TOWER,NOT PROVIDING,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTAw,oc\GGM-419-151-2020-35 DATED 16.10.2020-OC_uploaded.pdf
GGM/414/146/2020/30 DATED 08.10.2020,SIGNATURE GLOBAL PARK V,SIGNATUREGLOBAL HOMES PRIVATE LIMITED,"VILLAGE HARIYAHARA, SECTOR-36",GURUGRAM,239.96,173.88,No,0,98.61,40.40,0,0,0,0,0,0,0,0.62,Not Found,Not Found,2.15 (Acre),Not available,Not available,NA,NA,"WOODEN(DOOR FRAME), ALUMINIUMN/UPVC(WINDOW FRAME)",ISI MARKED,ISI MARKED,ISI MARKED,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/Mzk3,oc\GGM-414-146-2020-30 DATED 08.10.2020-OC_uploaded.pdf
GGM/413/145/2020/29 DATED 08.10.2020,SIGNATURE GLOBAL PARK IV,SIGNATUREGLOBAL HOMES PRIVATE LIMITED,"VILLAGE HARIYAHARA,SECTOR-36",GURUGRAM,288.82,239.25,No,0,168.25,57.55,0,8.21,0,0,0,0,0,0.6005,Not Found,Not Found,15 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES,ISI MARKED,"WOODEN(DOOR FRAME), ALUMINIUMN/UPVC(WINDOW FRAME)",ISI MARKED,ISI MARKED,ISI MARKED,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/Mzk2,oc\GGM-413-145-2020-29 DATED 08.10.2020-OC_uploaded.pdf
GGM/413/145/2020/29 DATED 08.10.2020,SIGNATURE GLOBAL PARK IV,SIGNATUREGLOBAL HOMES PRIVATE LIMITED,"VILLAGE HARIYAHARA,SECTOR-36",GURUGRAM,288.82,239.25,No,0,168.25,57.55,0,8.21,0,0,0,0,0,0.6005,Not Found,Not Found,15 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES,ISI MARKED,"WOODEN(DOOR FRAME), ALUMINIUMN/UPVC(WINDOW FRAME)",ISI MARKED,ISI MARKED,ISI MARKED,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/Mzk2,oc\GGM-413-145-2020-29-OC_uploaded.pdf
GGM/410/142/2020/26 DATED 21.09.2020,"SOBHA CITY, PHASE-5",SOBHA LIMITED,"REVENUE ESTATE OF BABUPUR VIL
LAGE, VILLAGE BABUPUR, SECTOR-108, GURUGRAM, HARYANA",GURUGRAM,125.83,145.21,Yes,0,80.84,27.62,0,4.39,0,0,0,0,0,1.01845,Not Found,Not Found,5.10183 (Acre),Not available,Not available,NATURAL / ENGINEERED STONE FLOORING AND SKIRTING/ LAMINATED WOODEN FLOORING AND SKIRTING / VITRIFIED TILE FLOORING AND SKIRTING /CERAMIC TILE.,"CERAMIC TILE FLOORING, WALL TILING & PLASTIC EMULSION PAINT FOR CEILING.",FRAME – TIMBER FRAME & SHUTTERS – WITH BOTH SIDE MASONITE SKIN.,FITTING OF REPUTED MAKE APPROVED BY ISI & IS SPECIFICATION.,CAPACITY - 1 NO. OF 15 PASSENGER & 2 NOS. OF 8 PASSENGER LIFT OF REPUTED MAKE.,NA,PLASTIC EMULSION PAINT FOR WALLS & CEILING.,Not Found,Not Available
GGM/408/140/2020/24 DATED 10.09.2020,PALM DRIVE & PALM TERRACE SELECT,EMAAR MGF LAND LTD,SECTOR 66,GURUGRAM,323.19,120.85,Yes,186.80,145.67,16.62,96.09,139.63,0,0,9.43,2.40,0,0,805,757,17.429 (Acre),08-08-2022,100,IMPORTED MARBLE/ VITRIFIED TILES / LAMINATED WOODEN FLOORING / CERAMIC TILE,NA,SEASONED HARDWOOD FRAME / UPVC,PVC CONDUITS AND WIRING,PROVIDED,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NjE5,oc\GGM-408-140-2020-24 DATED 10.09.2020-OC_uploaded.pdf
GGM/402/134/2020/18 DATED 20.07.2020,SIGNATURE GLOBAL PARK V,SIGNATUREGLOBAL HOMES PRIVATE LIMITED,"VILLAGE HARIYAHARA, SECTOR-36",GURUGRAM,215.36,209,No,0,294.42,40.40,0,0,0,0,0,0,0,0.383,Not Found,Not Found,10.53125 (Acre),Not available,Not available,NA,NA,NA,NA,NA,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDMz,oc\GGM-402-134-2020-18 DATED 20.07.2020-OC_uploaded.pdf
GGM/401/133/2020/17 DATED 20.07.2020,SIGNATURE GLOBAL PARK IV,SIGNATUREGLOBAL HOMES PRIVATE LIMITED,"VILLAGE HARIYAHARA, SECTOR-36",GURUGRAM,311.70,295.00,No,0,509.49,57.55,0,0,0,0,0,0,0,0.600,Not Found,Not Found,15.00 (Acre),Not available,Not available,NA,NA,NA,NA,NA,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDMy,oc\GGM-401-133-2020-17-OC_uploaded.pdf
GGM/400/132/2020/16 DATED 22.06.2020,ZEPHYR AT THE WESTERLIES,EXPERION DEVELOPERS PVT LTD,"SECTOR 108, GURUGRAM",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,0.3633 (Acre),Not available,Not available,"VITRIFIEDTILES, LAMINATED WOODEN FLOOR, CERAMIC TILE, KOTA STONE .","CERAMIC TILES IN DADO 2’-0 HIGH , OBD PAINT.",EXTERNALDOORFRAMES-ALUMINIUM/ UPVC INTERNAL DOOR FRAMES- HARD WOOD FRAME.,MODULAR SWITCH AND SOCKETS.,SINGLE LIFT .,MODULAR SWITCH AND SOCKETS.,OBD PAINT,Not Found,Not Available
GGM/396/128/2020/12 DATED 27.05.2020,PALM HILLS PHASE 1,EMAAR MGF LAND LTD,SECTOR 77,GURUGRAM,277.75,305.46,Yes,93.89,50.46,3.00,221.00,18.07,0,0,6.05,0,0,1.832,389,383,7.41 (Acre),24-12-2019,100,VITRIFIED TILES / LAMINATED WOODEN FLOORING / CERAMIC TILE,NA,SEASONED HARDWOOD FRAME / UPVC,MODULAR SWITCHES,PROVIDED,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTI5,oc\GGM-396-128-2020-12 DATED 27.05.2020-OC_uploaded.pdf
GGM/395/127/2020/11 DATED 18.03.2020,CENTRAL PARK FLOWER VALLEY,ST. PATRICKS REALTY PVT. LTD.,"SECTOR 29, 30, 32 & 33 OF VIL
LAGE DHUNELA & BERKA, TEHSIL SOHNA, DISTRICT GURUGRAM",GURUGRAM,157,77,No,236,44,24,3,94,0,0,0,0,0,0.603,Not Found,Not Found,20.225 (Acre),Not available,Not available,PLOTTED DEVELOPMENT,NA,NA,NA,NA,NA,NA,Not Found,Not Available
GGM/393/125/2020/09 DATED 10.02.2020,GODREJ MERIDIEN PHASE III,GODREJ REAL VIEW DEVELOPERS PRIVATE LIMITED,SECTOR 106,GURUGRAM,162,1,Yes,100,84,93,167,49,0,0,19,141,0,230.649,Not Found,Not Found,14.793 (Acre),Not available,Not available,BEDROOMS: LAMINATED WOODEN FLOOR LIVING/ DINING: MARBLE,GLAZED CERAMIC TILES DADO/ACRYLIC EMULSION,ANODIZED/ POWDER COATED ALUMINUM/ UPVC,ONLY SWITCHES,2 LIFTS – 10 PAX 1 LIFT – 16 PAX (37 LANDING ) 2.5 M/S,ONLY SWITCH SOCKETS PROVIDED,NA,Not Found,Not Available
GGM/391/123/2020/07 DATED 27.01.2020,BIRLA NAVYA (PHASE-II DRISHA 1A),AVARNA PROJECTS LLP,"POCKET G, BIRLA NAVYA, SECTOR
-63A, GURUGRAM, HARYANA",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,4689.78 (Sqr/mtrs),Not available,Not available,MARBLE / STONE / TILES / ANTI-SKID TILES / LAMINATED / EQUIVALENT,TILES / PLASTIC PAINT / ACRYLIC EMULSION / EQUIVALENT,"WOODEN / EQUIVALENT DOOR FRAMES, ANODISED / POWDER COATED FRAMES FOR WINDOWS",LED FOR ONLY THE COMMON AREAS,1 LIFT / PLOT,ISI MARKED FOR ONLY THE COMMON AREAS,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTAyMA==,oc\GGM-391-123-2020-07 DATED 27.01.2020-OC_uploaded.pdf
GGM/390/122/2020/06 DATED 27.01.2020,BIRLA NAVYA PHASE-I (AMODA I AND II),AVARNA PROJECTS LLP,"POCKETS D & H, BIRLA NAVYA, S
ECTOR-63A, GURUGRAM, HARYANA",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,15346.77 (Sqr/mtrs),Not available,Not available,MARBLE / STONE / TILES / ANTI-SKID TILES / LAMINATED / EQUIVALENT,TILES / PLASTIC PAINT / ACRYLIC EMULSION / EQUIVALENT,"WOODEN / EQUIVALENT DOOR FRAMES, ANODISED / POWDER COATED FRAMES FOR WINDOWS",LED FOR ONLY THE COMMON AREAS,1 LIFT / PLOT,ISI MARKED FOR ONLY THE COMMON AREAS,NA,Not Found,Not Available
GGM/384/116/2019/78 DATED 23.12.2019,SUNCITY AVENUE 76,SUNCITY PROJECTS PVT. LTD.,"SECTOR 76, VILLAGE KHERKI DAU
LA",GURUGRAM,236,534,No,850,270,19,198.02,14.39,34.29,0,14,35,0,735.44,Not Found,Not Found,10 (Acre),Not available,Not available,TILES/IPS,"FLOORING /WALL -TILES/IPS, TILES UPTO 2 FEET HIGH ABOVE STONE/RCC COUNTER AND OBD/COLOR WASH IN BALANCE AREA",FRAME -HARDWOOD /MS/FIBRE/UPVC,"ISI MARKED PRODUCTS FOR WIRING,SWITCHES AND CIRCUITS",STANDARD MAKE,"ISI MARKED PRODUCTS FOR WIRING,SWITCHES AND CIRCUITS",PUTTY & PAINT,Not Found,Not Available
GGM/376/108/2019/70 DATED 14.11.2019,TULIP YELLOW,TULIP INFRATECH PVT. LTD.,"SECTOR 69, VILLAGE BADSHAHPUR",GURUGRAM,207.09,245.86,Yes,0,145.94,28.61,0,6.16,0,0,0,0,0,2127.869,Not Found,Not Found,7.4583 (Acre),Not available,Not available,ANTI SKID TILES CERAMIC TILES/ VITRIFIED TILES,MARBLE/GRANITE COUNTER WITH SS SINK,UPVC/ HARDWOOD,SWITCHES ONLY (NO LIGHTS & FIXTURES),"3 NOS, CAPACITY10 & 13 PERSON, KONE OR EQUIVALENT",AS ABOVE SR. NO.8,NOT APPLICABLE,Not Found,Not Available
GGM/369/101/2019/63 DATED 22.10.2019,THE PEACEFUL HOMES,HAAMID REAL ESTATES PRIVATE LIMITED,SECTOR 70A,GURUGRAM,619.54,41.48,Yes,0,52.59,24.47,41.35,27.43,0,0,0,5675.807,0,3531.373,360,312,8.38 (Acre),31-12-2019,95,IMPORTED MARBLE – LIVING / DINING WOODEN FLOORING- MASTER BEDROOM & OTHER BEDROOMS ANTI SKID CERAMIC TILES- KITCHEN & TOILETS,ANTI SKID CERAMIC TILES,MAIN DOOR- VENEERED WITH POLISH INTERNAL DOORS- SKIN MOULDED SHUTTER EXTERNAL DOORS & WINDOWS- UPVC SHUTTER UTILITY- FLUSH DOOR,MODULAR SWITCH SOCKETS PROVIDED,3 PASSENGER LIFT+1 STRETCHER- TOWER AS1 3 PASSENGER LIFT+1 STRETCHER- TOWER AS2 3 PASSENGER LIFT+1 STRETCHER- TOWER AS3,MODULAR FITTINGS,WALLS- ACRYLIC EMULSION CEILING- OBD,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NzE1,oc\GGM-369-101-2019-63-OC_uploaded.pdf
GGM/368/100/2019/62 DATED 14.10.2019,COSMOS EXPRESS99 / CASCADE GARDEN,COSMOS INFRA ENGINEERING INDIA PVT LTD,"VILLAGE DHANKOT, SECTOR-99",GURUGRAM,147.65,156.40,No,225.50,63.86,20.95,185.01,45.96,40,0,33.00,0.027,0,1.313,350,237,5.468 (Acre),30-09-2021,25,"VITRIFIED TILE, BALCONY : CERAMIC TILE",FLOORING : CERAMIC TILE WALL : CERAMIC TILE UPTO 600 MM HEIGHT ABOVE THE PLATFORM,"ALL FLUSH DOOR FINISHED WITH PAINTS, HARDWOOD DOOR FRAME, WINDOW HARD WOOD",PROVISION OF SUFFICIENT LIGHTS & POWER POINT IN ALL ROOMS. TV & TELEPHONE SOCKETS IN DRAWING ROOM,PASSENGER & SERVICES LIFT IN ALL TOWERS,PROVISION OF SUFFICIENT LIGHTS & POWER POINT IN ALL ROOMS. TV & TELEPHONE SOCKETS IN DRAWING ROOM.,OBD PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NjQ1,oc\GGM-368-100-2019-62 DATED 14.10.2019-OC_uploaded.pdf
GGM/364/96/2019/58 DATED 24.09.2019,MANOR ONE,KASHISH DEVELOPERS LIMITED,"SEC-111, DWARKA EXPRESSWAY,GU
RUGRAM-122017",GURUGRAM,254,391,No,30,38,20,275,22.5,20,8,66.82,125,28,0.372,732,268,14.843 (Acre),31-07-2020,0,ITALIAN MARBLE/ENGINEERED WOOD,"DESIGNER MODULAR KITCHEN, FULLY FITTED WITH PREMIUM BRAD HOB,CHIMNEY, GRANITE CORNER TOP,STAINLESS STEEL SINK IMPORTED CP FITTINGS. ENCLOSURE EXHAUT FAN VENTED TO EXTERIOR. WATER PURIFIER/RO & GEYSER","ALL DOORS 8 FT HIGH, FLUSH SHUTTERS WITH POLISHED WOOD VENEER AND SOLID WOOD DOOR FRAME","PREMIUM MODULAR SWITCHES AND SOCKETS,",NA,"PREMIUM MODULAR SWITCHES AND SOCKETS,",POP PUNNING WITH EMULSION PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MzA3,oc\GGM-364-96-2019-58 DATED 24.09.2019-OC_uploaded.pdf
GGM/363/95/2019/57 DATED 03.10.2019,ASHIANA ANMOL PLAZA PHASE I,ASHIANA HOUSING LIMITED,"REVENUE VILLAGE DHUNELA , SEC
TOR 33 , TEHSIL SHONA",GURUGRAM,113000,43000,No,893000,153000,21000,408000,0,0,0,0,0,0,0,Not Found,Not Found,0.339 (Acre),Not available,Not available,THE FLOORING IS CERAMIC IN ENTIRE UNIT,"FLOORING - CERAMIC DADO - CERAMIC KITCHEN COUNTER - KOTA STONE OR EQUIVALENT SS SINK-16''*16'''', S.S. SINGLE BOWL",DOOR FRAME- MS PRESSED STEEL WINDOW FRAME- ALUMINIUM ANODIZED OR POWDER COATED FRAME WITH FLOAT GLASS,"PIANO TYPE ISI APPROVED, SSK OR EQUIVALENT",JOHNSON LIFT,SAME AS ABOVE,OIL BOUND DISTEMPER,Not Found,Not Available
GGM/361/93/2019/55 DATED 01.10.2019,SAAN VERDANTE,SAAN PROCON PVT. LTD.,SECTOR-95,GURUGRAM,111.63,135.55,No,0,32.96,23.95,16.67,2.95,96,0,0,0,0,518.92,156,24,3.77 (Acre),30-11-2022,25,CERAMIC/VITRIFIED/NANO VITRIFIED TILES - RS. 50 - 60/SQ.FT.,CERAMIC TILES. NO WOOD WORK OR ELECTRICAL ACCESSORIES. ONLY COUNTER WITH STONE. RS. 50 - 60/SQ.FT.,SKIN/LAMINATED INTERNAL DOORS WITH MATCHING DOOR FRAMES RS. 325/ SQ.FT.,ONLY ONE TUBE IN EACH BEDROOM AND ONE CFL/LED IN EACH BATHROOM RS. 50/ PC,SCHINDLER/KONE/OTIS/THYSSENKRUPP RS. 26 LAC/ EACH,ONLY ONE TUBE IN EACH BEDROOM AND ONE CFL/LED IN EACH BATHROOM RS. 50/PC,-,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDI1,oc\GGM-361-93-2019-55-OC_uploaded.pdf
GGM/358/90/2019/52 DATED 20.09.2019,ULTIMA PHASE-II,DLF LIMITED,"VILLAGE LAKHNOLA, SECTOR 81,
GURUGRAM, HARYANA",GURUGRAM,1227,31,Yes,205,102,256,1102,51,1707,0,10,686,0,264.88,496,106,11.343 (Acre),30-11-2020,67,IPS FLOORING/ IMPORTED MARBLE,WHITE WASH/ TILES UP-TO 2’ ABOVE COUNTER & ACRYLIC EMULSION PAINT IN BALANCE AREA,"MS ANGLE & PRESSED MS DOOR FRAMES, MS Z-SECTION WINDOW FRAME, FLUSH DOOR SHUTTERS",MODULAR FITTINGS,OTIS,MODULAR FITTINGS,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDQ4,oc\GGM-358-90-2019-52 DATED 20.09.2019-OC_uploaded.pdf
GGM/340/72/2019/34 DATED 27.05.2019,SOBHA CITY PHASE IV,SOBHA LTD.,"SECTOR-108, GURUGRAM",GURUGRAM,105,120,Yes,0,67,23,0,4,0,0,0,0,0,0.7184,Not Found,Not Found,2.6778 (Acre),Not available,Not available,LAMINATED WOODEN FLOORING AND SKIRTING / VITRIFIED TILE FLOORING AND SKIRTING /CERAMIC TILE.,"CERAMIC TILE FLOORING, WALL TILING & PLASTIC EMULSION PAINT FOR CEILING.",FRAME – TIMBER FRAME & SHUTTERS – WITH BOTH SIDE MASONITE SKIN.,FITTING OF REPUTED MAKE APPROVED BY ISI & IS SPECIFICATION.,CAPACITY - 2 NOS. OF 8 PASSENGER LIFT OF REPUTED MAKE IN ALL TOWERS.,FITTINGS OF REPUTED MAKE APPROVED BY ISI & IS SPECIFICATION,PLASTIC EMULSION PAINT FOR WALLS & CEILING.,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTAzNw==,oc\GGM-340-72-2019-34-OC_uploaded.pdf
GGM/337/69/2019/31 DATED 24.05.2019,EMAAR DIGIHOMES,EMAAR MGF LAND LIMITED,"SECTOR 62, GURUGRAM",GURUGRAM,176,131,No,448,102,23,84,90,1228,73,25,809.365,0,373.99,Not Found,Not Found,22824.29 (Sqr/mtrs),Not available,Not available,IMPORTED MARBLE / VITRIFIED TILE / LAMINATED WOODEN FLOORING,ACRYLIC EMULSION + VITRIFIED / CERAMIC TILES,FACTORY FINISHED ENGINEERED DOOR AND UPVC WINDOW AND BALCONY DOORS,MODULAR SWITCHES,S.S. FINISH INSIDE LIFT CAR,MODULAR SWITCHES,ACRYLIC EMULSION,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/ODEx,oc\GGM-337-69-2019-31 DATED 24.05.2019-OC_uploaded.pdf
GGM/334/66/2019/28 DATED 13.05.2019,THE BALCONY,PYRAMID PROPMOTO PVT. LTD.,"SECTOR-93, GURUGRAM",GURUGRAM,144.60,135.31,Yes,0,94.45,19.07,0,14.32,0,0,0,0,0,0.7555,Not Found,Not Found,5.0 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES,ISI MARKED,"WOODEN(DOOR FRAME), ALUMINIUMN /UPVC(WINDOW FRAME)",ISI MARKED,ISI MARKED,NA,NA,Not Found,Not Available
GGM/331/63/2019/25 DATED 13.05.2019,PYRAMID HEIGHTS,PYRAMID INFRATECH PVT. LTD.,"SECTOR-85, GURUGRAM",GURUGRAM,31.26,74.49,No,11.07,56.51,6.95,11.04,5.57,0,0,11.03,0,0,0,Not Found,Not Found,5.025 (Acre),Not available,Not available,I PS FLOORING,STONE COUNTER WITH TILE,EXTERNAL D/W M S- Z SECTION,AS PER STANDARD,AS PER STANDARD,AS PER STANDARD,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTA2OA==,oc\GGM-331-63-2019-25-OC_uploaded.pdf
GGM/325/57/2019/19 DATED 01.04.2019,ELEVATE PHASE I,HERITAGE MAX REALTECH PVT. LTD.,"SECTOR-59, GURUGRAM",GURUGRAM,181,192,No,596,106,14,36,14,876,0,23,0,0,3.04856,Not Found,Not Found,5.95 (Acre),Not available,Not available,TILES,FLOOR TILES PAINT ON CEILING,DOUBLE/SINGLE GLASS,LED FIXTURES,HIGH RISE : 4 NO.S – 13 PASSENGER LIFT & 1 NO.S – 15 PASSENGER SERVICE/FIREMAN LIFT MID RISE : 2 NO.S – 10 PASSENGER LIFT & 1 NO.S – 15 PASSENGER SERVICE/FIREMAN LIFT EWS : 1 NO.S – 15 PASSENGER SERVICE/FIREMAN LIFT COMMUNITY BUILDING : 1 NO.S - 13 PASSENGER LIFT & 1 NO.S – 13 PASSENGER SERVICE LIFT COMMERCIAL BLOCK: 1 NO.S - 10 PASSENGER LIFT HEALTH CLUB : 1 NO.S - 10 PASSENGER LIFT,LED,PAINT,Not Found,Not Available
GGM/324/56/2019/18 DATED 01.04.2019,TULIP PURPLE PHASE 2,TULIP INFRATECH PVT. LTD.,"SECTOR-69-70, GURUGRAM",GURUGRAM,44.65,19.5,Yes,26,22,15,100,50,0,-1,0,0,0,1091.90,224,0,17.9936 (Acre),31-12-2023,80,ANTI SKID TILES CERAMIC TILES/ VITRIFIED TILES OR EQUIVALENT,MARBLE/GRANITE COUNTER WITH SS SINK,UPVC/ HARDWOOD,SWITCHES ONLY (NO LIGHTS & FIXTURES),"2 NOS, CAPACITY10 & 13 PERSON, KONE OR EQUIVALENT",NOT APPLICABLE,PAINT FINISHES,Not Found,Not Available
GGM/316/48/2019/10 DATED 21.02.2019,PYRAMID FUSION HOMES,PYRAMID INFRATECH PRIVATE LIMITED,VILLAGE PALRA SECTOR 70A,GURUGRAM,37,69.5,No,0,64.58,7.51,20.37,6,0,0,0,0,0,1872.805,Not Found,Not Found,5.11875 (Acre),Not available,Not available,TILES/IPS,"2 FEET TILE ON WALL, OBD/COLOUR WASH ON REMAING WALL, TILE/STONE ON KITCHEN COUNTER.",HARDWOOD/ MS Z-SECTION/ FIBRE/ COMPOSITE/ ALUMINIUM/ FRAME WINDOWS ETC.,ISI MARK,2 LIFTS AS PER SANCTIONED PLAN,STANDARD,OBD/COLOUR WASH,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/Mzkx,oc\GGM-316-48-2019-10-OC_uploaded.pdf
